user_id,sex,age,id,starttime,endtime,Q01,Q02,Q03R,Q04R,Q05R,Q06,Q07R,Q08,Q09,Q10,Q11R,Q12,Q13,Q14,Q15,Q16,Q17R,Q18,Q19,Q20,Q21,Q22
250007,female,16.5,4048,2009-12-20T03:16:30Z,2009-12-20T03:18:38Z,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly agree,strongly agree,slightly agree,strongly agree,strongly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree
250040,male,32.1,4049,2009-12-20T05:09:07Z,2009-12-20T05:13:16Z,strongly agree,slightly agree,strongly agree,strongly agree,slightly agree,slightly agree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly agree,strongly agree,strongly disagree,strongly agree,slightly agree,slightly agree,slightly agree,strongly agree
250144,male,29.6,4050,2009-12-20T12:31:13Z,2009-12-20T12:33:10Z,strongly agree,strongly agree,slightly agree,strongly disagree,slightly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,slightly disagree,strongly agree,strongly agree,slightly agree
184234,male,25.8,4051,2009-12-20T13:17:47Z,2009-12-20T13:22:13Z,strongly agree,slightly disagree,strongly agree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,strongly disagree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,strongly agree
250203,female,15,4052,2009-12-20T17:26:35Z,2009-12-20T17:28:02Z,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,strongly disagree
250202,female,21.8,4053,2009-12-20T17:38:44Z,2009-12-20T17:40:16Z,strongly agree,strongly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,strongly disagree,strongly agree,strongly agree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree,strongly agree,strongly agree,strongly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree
250266,female,19,4054,2009-12-20T19:59:56Z,2009-12-20T20:01:07Z,slightly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree
250256,male,17.5,4055,2009-12-20T19:57:57Z,2009-12-20T20:01:11Z,slightly agree,slightly agree,slightly agree,strongly agree,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree
250294,male,17.1,4056,2009-12-20T20:59:09Z,2009-12-20T21:01:00Z,strongly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly disagree,strongly agree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree
250218,female,16.6,4057,2009-12-20T21:27:13Z,2009-12-20T21:28:32Z,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,strongly agree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree
249877,male,31.5,4058,2009-12-20T21:54:51Z,2009-12-20T21:58:28Z,strongly agree,strongly agree,slightly agree,strongly disagree,slightly disagree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree
250315,female,22.8,4059,2009-12-20T22:16:14Z,2009-12-20T22:18:17Z,slightly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly agree,strongly agree,slightly agree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree
250323,male,14.9,4060,2009-12-20T22:30:16Z,2009-12-20T22:32:36Z,strongly agree,strongly agree,slightly agree,slightly disagree,strongly disagree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,strongly disagree,strongly agree,slightly agree,strongly agree,strongly agree,slightly agree
250342,female,24.9,4061,2009-12-20T23:52:08Z,2009-12-20T23:53:35Z,slightly agree,slightly agree,strongly agree,strongly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,strongly disagree,slightly agree,slightly disagree,strongly agree,strongly disagree,slightly disagree,strongly agree,strongly disagree,strongly agree,slightly agree,strongly disagree
250350,female,19.5,4062,2009-12-21T00:13:32Z,2009-12-21T00:15:23Z,slightly disagree,strongly agree,slightly agree,slightly disagree,strongly disagree,strongly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,slightly agree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree
250343,female,31.9,4063,2009-12-21T00:16:32Z,2009-12-21T00:18:30Z,slightly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree
250356,female,59.8,4064,2009-12-21T00:39:29Z,2009-12-21T00:41:40Z,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,slightly agree,strongly agree,strongly agree,slightly disagree,strongly agree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly agree,strongly agree,slightly agree
250360,female,19.6,4065,2009-12-21T01:24:22Z,2009-12-21T01:26:09Z,strongly agree,strongly agree,slightly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,slightly agree,strongly agree,slightly agree,strongly agree,slightly agree,strongly agree,slightly agree,strongly agree,strongly agree,slightly agree
250163,male,19,4066,2009-12-21T08:42:35Z,2009-12-21T08:44:00Z,slightly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree
250448,male,23.4,4068,2009-12-21T13:20:16Z,2009-12-21T13:22:26Z,strongly agree,strongly agree,slightly agree,slightly disagree,strongly disagree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly disagree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree
250507,female,18,4069,2009-12-21T19:22:19Z,2009-12-21T19:25:15Z,strongly agree,slightly agree,slightly disagree,strongly disagree,strongly disagree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly agree,slightly disagree,strongly agree,strongly agree,slightly agree,strongly agree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree
250536,female,18.2,4070,2009-12-21T22:41:23Z,2009-12-21T22:45:01Z,strongly agree,strongly agree,slightly agree,strongly disagree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,strongly agree,slightly agree,strongly agree,slightly agree,strongly agree,slightly disagree,strongly agree,slightly agree,strongly agree,slightly agree,strongly agree
250610,male,21.5,4072,2009-12-22T14:31:51Z,2009-12-22T14:39:50Z,slightly agree,slightly agree,strongly disagree,strongly disagree,slightly disagree,slightly agree,strongly disagree,slightly agree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,slightly agree,slightly disagree
250690,female,18,4073,2009-12-22T19:34:26Z,2009-12-22T19:36:11Z,strongly agree,strongly agree,slightly disagree,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,slightly agree,slightly agree,strongly agree,slightly disagree
250768,male,23.5,4074,2009-12-23T03:40:40Z,2009-12-23T03:44:10Z,strongly agree,slightly agree,strongly disagree,slightly disagree,strongly agree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly disagree,strongly agree,slightly disagree,slightly agree,strongly agree,slightly agree,NA,slightly agree
250778,male,22.5,4075,2009-12-23T06:25:02Z,2009-12-23T06:31:09Z,slightly agree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,strongly disagree,strongly agree,slightly disagree,slightly disagree,strongly agree,slightly agree,strongly agree,strongly agree
250741,male,20.1,4076,2009-12-23T07:53:18Z,2009-12-23T07:54:52Z,slightly disagree,slightly agree,strongly agree,strongly agree,slightly agree,slightly disagree,strongly agree,slightly agree,strongly disagree,slightly disagree,strongly agree,strongly disagree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly disagree
250786,male,22.6,4077,2009-12-23T08:38:49Z,2009-12-23T08:45:03Z,strongly agree,strongly agree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,strongly agree,strongly agree,slightly agree,slightly disagree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree
250890,female,33.3,4078,2009-12-23T18:38:24Z,2009-12-23T18:40:40Z,strongly agree,strongly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly agree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly agree,strongly agree,slightly agree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly agree,slightly agree
250964,male,27.8,4079,2009-12-24T01:30:55Z,2009-12-24T01:32:29Z,slightly agree,slightly disagree,strongly agree,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly disagree,strongly disagree,slightly agree
250986,female,13.2,4080,2009-12-24T04:11:58Z,2009-12-24T04:13:55Z,slightly agree,strongly agree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly agree,strongly agree,slightly disagree,slightly disagree,strongly disagree,slightly agree,slightly agree,strongly agree,slightly agree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree
250992,female,18.9,4081,2009-12-24T05:42:25Z,2009-12-24T05:44:52Z,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly agree,slightly disagree,strongly disagree,slightly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,slightly agree,strongly agree,slightly agree
251027,male,27.5,4082,2009-12-24T13:45:41Z,2009-12-24T13:47:20Z,slightly agree,slightly agree,strongly agree,slightly disagree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,strongly agree
251269,female,NA,4083,2009-12-26T02:38:47Z,2009-12-26T02:41:37Z,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,strongly agree,strongly disagree,slightly disagree,slightly agree,strongly disagree,strongly agree,slightly agree,slightly agree,strongly agree,strongly disagree,strongly agree,slightly agree,slightly agree,slightly disagree,strongly agree
143098,male,23.4,4084,2009-12-26T13:59:52Z,2009-12-26T14:01:49Z,strongly agree,strongly agree,slightly agree,slightly agree,strongly disagree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly agree,slightly agree,strongly disagree,slightly agree,strongly agree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly agree,strongly agree,strongly agree
251321,male,28.9,4085,2009-12-26T17:11:30Z,2009-12-26T17:12:41Z,strongly agree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree
251358,female,15.6,4086,2009-12-26T23:06:49Z,2009-12-26T23:08:09Z,slightly agree,strongly agree,slightly disagree,strongly disagree,slightly disagree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree,strongly disagree,strongly agree,strongly agree,slightly agree,slightly agree,slightly agree
172425,female,19.3,4087,2009-12-26T23:45:36Z,2009-12-26T23:47:50Z,slightly disagree,strongly agree,strongly agree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly disagree,strongly disagree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly agree,strongly agree,strongly agree,slightly disagree,strongly agree
251389,female,19.9,4088,2009-12-27T03:47:27Z,2009-12-27T03:49:16Z,slightly agree,strongly agree,slightly disagree,strongly disagree,NA,strongly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly agree,strongly agree
251406,female,40.3,4089,2009-12-27T08:46:13Z,2009-12-27T08:49:01Z,slightly agree,strongly agree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,strongly agree,strongly agree,slightly agree
251412,male,17.5,4090,2009-12-27T09:10:14Z,2009-12-27T09:12:50Z,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree
251458,female,47.5,4091,2009-12-27T17:53:46Z,2009-12-27T17:57:19Z,strongly agree,slightly agree,strongly disagree,strongly disagree,slightly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,slightly agree,strongly agree,slightly agree,strongly disagree,strongly agree,slightly agree,strongly agree,slightly agree,slightly agree
251505,female,36,4092,2009-12-28T01:12:52Z,2009-12-28T01:15:55Z,strongly agree,strongly agree,slightly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,slightly agree,strongly agree,slightly agree,strongly agree
251540,female,15.3,4093,2009-12-28T08:58:41Z,2009-12-28T09:00:37Z,NA,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,strongly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree
251585,female,23.6,4094,2009-12-28T19:53:52Z,2009-12-28T19:55:59Z,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree
251603,female,27.4,4095,2009-12-28T21:02:47Z,2009-12-28T21:04:38Z,strongly agree,strongly agree,slightly disagree,strongly disagree,strongly disagree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,slightly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree
249535,male,22,4096,2009-12-28T21:21:41Z,2009-12-28T21:25:48Z,slightly agree,strongly disagree,slightly agree,slightly disagree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree
251650,female,18.8,4097,2009-12-29T04:27:17Z,2009-12-29T04:41:05Z,slightly agree,slightly agree,slightly agree,strongly disagree,slightly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly agree,slightly agree,strongly agree,slightly agree,strongly agree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly agree,strongly agree,slightly agree
251683,female,19.3,4098,2009-12-29T12:31:49Z,2009-12-29T12:34:16Z,strongly agree,slightly agree,strongly disagree,strongly disagree,slightly disagree,strongly agree,slightly agree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree
251804,male,55.7,4099,2009-12-30T08:31:34Z,2009-12-30T08:35:27Z,strongly agree,slightly agree,slightly disagree,strongly disagree,strongly agree,slightly disagree,slightly agree,strongly agree,slightly agree,strongly agree,slightly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly agree,slightly agree
251866,female,30.3,4100,2009-12-30T21:09:47Z,2009-12-30T21:13:59Z,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree
251903,male,19.7,4101,2009-12-31T02:50:50Z,2009-12-31T02:53:40Z,strongly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree
251913,female,14.4,4102,2009-12-31T05:26:41Z,2009-12-31T05:29:23Z,slightly agree,strongly agree,strongly agree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,strongly agree,slightly disagree,strongly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly agree
251918,female,17.2,4103,2009-12-31T06:26:59Z,2009-12-31T06:29:02Z,strongly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,strongly disagree,slightly disagree,slightly disagree,strongly agree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly disagree,strongly agree,slightly agree,slightly disagree
251959,female,23.6,4104,2009-12-31T16:37:17Z,2009-12-31T16:38:58Z,strongly agree,slightly disagree,strongly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree
251968,male,35.1,4105,2010-01-01T01:51:45Z,2010-01-01T01:54:11Z,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree
173535,female,25.5,4106,2010-01-01T18:56:47Z,2010-01-01T18:59:32Z,strongly agree,strongly agree,slightly agree,strongly disagree,strongly disagree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly disagree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,slightly agree,slightly disagree
252079,female,14.9,4107,2010-01-02T00:54:40Z,2010-01-02T00:58:01Z,strongly agree,strongly agree,strongly agree,strongly disagree,slightly disagree,strongly agree,slightly agree,slightly disagree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree
252125,female,17.7,4108,2010-01-02T09:44:31Z,2010-01-02T09:46:06Z,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree,strongly agree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree
252132,female,18.1,4109,2010-01-02T11:22:39Z,2010-01-02T11:25:06Z,slightly agree,slightly agree,slightly agree,strongly disagree,slightly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,slightly agree,slightly disagree,strongly agree,slightly agree,strongly agree,strongly agree,slightly disagree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree
252245,female,21.6,4110,2010-01-03T05:58:33Z,2010-01-03T06:01:31Z,strongly agree,strongly agree,slightly disagree,strongly disagree,slightly agree,strongly agree,strongly disagree,strongly agree,slightly agree,strongly agree,strongly disagree,strongly agree,strongly agree,slightly agree,strongly agree,slightly agree,strongly disagree,strongly agree,slightly agree,slightly agree,slightly disagree,strongly agree
252259,male,19.8,4111,2010-01-03T06:55:46Z,2010-01-03T06:58:09Z,slightly agree,slightly disagree,strongly agree,strongly disagree,slightly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,slightly disagree,slightly disagree,slightly agree,strongly agree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,strongly agree,slightly agree
252263,female,20.2,4112,2010-01-03T07:11:07Z,2010-01-03T07:13:07Z,slightly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,strongly disagree,slightly agree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
252421,female,18.5,4114,2010-01-04T10:28:51Z,2010-01-04T10:30:10Z,strongly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly agree,strongly agree,slightly agree,slightly disagree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree,slightly agree,strongly disagree
252437,female,26.6,4115,2010-01-04T14:08:28Z,2010-01-04T14:11:11Z,strongly agree,strongly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly disagree,NA,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly agree,slightly agree,strongly agree
252165,female,38,4116,2010-01-04T21:14:40Z,2010-01-04T21:16:35Z,strongly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree
252545,female,22.7,4117,2010-01-05T07:00:07Z,2010-01-05T07:02:01Z,slightly agree,slightly agree,slightly agree,strongly disagree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly disagree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree
252547,female,21.4,4118,2010-01-05T07:06:31Z,2010-01-05T07:08:06Z,strongly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly disagree,slightly disagree,slightly agree,strongly agree,slightly agree,strongly agree,NA,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree
252553,female,21.5,4119,2010-01-05T07:41:06Z,2010-01-05T07:42:20Z,strongly agree,slightly disagree,strongly disagree,strongly disagree,slightly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree
252561,female,29.8,4120,2010-01-05T10:19:15Z,2010-01-05T10:21:40Z,strongly agree,slightly agree,strongly disagree,strongly disagree,slightly disagree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree
252569,female,19.2,4121,2010-01-05T10:20:04Z,2010-01-05T10:22:18Z,strongly agree,slightly disagree,strongly disagree,strongly disagree,slightly agree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,slightly agree,slightly disagree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree
252599,male,26.6,4122,2010-01-05T15:08:51Z,2010-01-05T15:10:30Z,strongly agree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree
252625,female,28,4123,2010-01-05T18:26:05Z,2010-01-05T18:27:45Z,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,slightly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree,slightly agree,strongly agree
252638,female,20.6,4124,2010-01-05T20:29:38Z,2010-01-05T20:32:29Z,strongly agree,strongly agree,slightly disagree,strongly disagree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,strongly agree,strongly disagree,slightly agree,slightly agree,strongly agree,slightly agree,strongly agree
252746,female,22.2,4125,2010-01-06T11:40:26Z,2010-01-06T11:42:14Z,strongly agree,slightly agree,slightly agree,strongly disagree,slightly disagree,strongly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,strongly agree,strongly agree,slightly agree,strongly disagree,slightly agree,slightly agree,strongly agree,slightly agree,strongly agree
252728,female,20.6,4126,2010-01-06T16:13:21Z,2010-01-06T16:15:45Z,slightly agree,strongly agree,slightly disagree,slightly disagree,slightly disagree,strongly agree,strongly disagree,strongly agree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree
252837,male,45.8,4127,2010-01-06T17:56:09Z,2010-01-06T17:58:25Z,slightly disagree,slightly agree,slightly agree,slightly agree,strongly agree,strongly agree,slightly agree,slightly disagree,strongly agree,strongly agree,slightly disagree,slightly disagree,strongly disagree,strongly agree,slightly agree,strongly agree,strongly disagree,slightly agree,slightly agree,strongly agree,strongly agree,slightly agree
