user_id,sex,age,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50
289328,female,38.7,"sad, tired, big","big, clear, pretty","joyful, good, laughing","big, nice, sad","dark, clear, self- confident","clear, impish, pretty","sad, afraid, big","joyful, determined, brave","dark, neutral, calm","joyful, blue, pretty","big, dark, sad","sad, uncertain, clear","big, afraid, sad","self- confident, dark, assertive","calm, nice, self- confident","small, fine, calm","clear, big, daring","small, dark, piercing","small, dark, confident","optimistic, big, hopeful","black, sad, tired","round, black, expressive","dark, suspicious, distrustful","small, sad, dejected","big, self- confident, clear","big, dark, concerned","small, black, calm","self-confident, traitorous, mutinous","clear, dark, downhearted","dark, self- confident, perky","clear, afraid, nice","perky, lively, young","blue, calm, pretty","bright, self- confident, courageous","round, bright, clear","blue, surprised, startled","stubborn, unyielding, dangerous","dark, self- confident, dangerous","assertive, self- confident, round","bright, clear, blue","round, tired, blue","catlike, beautiful, flirtatious","black, threatenig, stubborn","round, black, joyful","big, tired, dark","joyful, laughing, pretty","big, black, tired","blue, distanced, dispassionate","blue, flirty, joyful","big, expressive, joyful"
521492,female,19.7,small,large,happy,sad,oval,happy,turned down,round,tilted down,happy,serious,sad,round,turned up,round,tilted,wide,squinted,angry,pulled down,tired,round,squinted,small,round,sad,round,squinted,average,round,average,wide-eyed,angry,round,round,turned down,squinted,worried,round,big,small,average,tilted up,round,tired,squinted,dark,sagy,happy,large
521757,female,21.7,tired,creepy,nice,sad,sassy,hopeful,worried,derp,mean,bitchy,empty,sad,creepy,upset,big,not having it,regal,black,sad,neutral,tired,serious,squinty,sad,brown,piercing,unamused,bored ,uninterested,far apart,bland,bland,boring,average,judgmental,weird,sex,worried,sad,bitchy,tired,pretty,bored,open,tired,questioning,big,mean,suspiscious,sympathetic
521895,male,17.3, ,wondering,cup of coffee, , ,determined powerful, ,off,painful tired,soccer player,done,tired,innocent, ,soccer mom, ,eye shadow,round oval,story hidden,innocent desperate, , ,mysterious skeptical critical, ,  , ,slightly off generous,skeptical, , , ,bright deep thinking, , ,  ,open,polite, , , ,longing blue,intelligent,thoughtful kind, ,tired,snarky beautiful protective,longing intelligent, , , 
521914,female,37.5,"tired, pretty brown","bright, wide, hazel","kind, hazel","almond, deep brown","cold, dark brown",beautiful grey-green,"scared, hazel",brilliant blue,big brown eyes,"sharp, blue","mistrusting, hazel","dead, green","brown, curious",piercing black,"blue, questioning","sad, light brown",beautiful brown,"sad, almond, black","searching, brown","large, light green","tired, brown",small but pretty,"moon-shaped, black, pretty",beady blue,doe eyes,"beautiful, sad, hazel",black buttons,"cold, green","hazel, sweet, sad","round, wide set, brown","innocent, green","serious, blue",sad barbie blue,"blue, nondescript","searching, green",bright blue,"searching, brown","sad, doe eyes",sad blue,wide-set searching blue,"sad, sparkling blue","piercing, blue-green","small, deep brown","round, black, crossed","tired, wide-set, dark brown","beautiful, sad, brown","deep black, puppy-dog","tired, blue",blue-green,"serious, large, hazel"
522219,female,,Tired,Large,Happy,Not focussed ,Stern,Aloof,Anxious,Disbelief,Unimpressed,Content,Piercing,Sad,Anger,Hateful,Scared,Contempt,Focus,Alert,Wisdom,Happy,Tired and frustrated,Dark,Anger,Sad,Wonder,Large ,Fed up,Revengeful,Learning,Spacey,Apprehensive ,Scared,Hiding emotion,At attention,Attentive,Collecting info,Anger,Scattered,Upset,Surprised,Bewildered,Absorbing,Stern,Confused,Attitude,Anger,Lost,Focused ,Amused,Tired
522492,female,14.3,afds,ad,da,ad,tired,annoyed,sad,surprised,d,ad,surprised,"tired, sad",condesending,a,d,peaceful,ad,afd,d,da,"tired, impatient",a,smug,"sad, tired",add,fd,observent,ads,adf,tired,a,worried,impatient,fadf,fad,tired,asdafs,ad,dafs,dsa,ad,beautiful,ad,"goofy, happt","bored, done",in contempt,dark,mad,judgmental ,sad
522712,female,18.4,weird,"big, round","uneven, crooked",boring,"oval, boring",pretty color,uneven,"big, pretty",oval,"pretty, nice",sad,boring,"big, dark",small,pretty,"small, boring",stand out,small,boring,dark,ugly,"crooked, dark","pretty, dark","small, pretty","round, circle",weird,pretty,"small, pretty",pretty,weird,boring,boring,pretty,ugly,"pretty, round",pretty,"small, cute, oval",awkard,weird,far apart,small,"beautiful, intriging","small, crooked",small,"round, ugly",pretty,"Round, dark, pretty","mean, boring",beautiful,weird
522773,male,22.0,f,a,r,a,s,a,d,h,s,d,f,as,dul,d,a,s,d,f,s,d,black,f,vision,s,foc,s,g,a,d,shi,g,d,ung,s,d,s,d,hop,d,a,g,h,foc,h,g,v,s,f,f,s
522883,female,55.1,Tired,"Careful, contented","Outgoing, friendly",Tired,Inexperienced,"Good humoured, confident","Unsure, shy","Startled, displeased, disgusted","Unhappy, hurt",Good humoured,"Hurt, cautious","Defeated, surviving",Caring,"Intelligent, good-humoured","Experienced, sad",Sad,"Confident, self-assured",Sad,"Reserved, friendly, kind","Kind, emotional",Sad,"Hurt, annoyed, accepting",Suspicious,Fed up,"Wondering, curious, confident",Determined,"Reserved, cautious","Hurt, angry",Intelligent,"Confident, agreeable","Strong, direct","Determined, confident",Co operative,Reserved,Trustworthy,"Startled, uncertain","Energetic, determined",Experienced,"Reserved, cautious",Cautious,"Direct, intelligent","Intelligent, kind, happy",Reserved,"Positive, intelligent, patient","Accepting, world-weary",Determined,"Direct, clever, reserved","Tired, experienced","Kind, caring","Kind, nice"
523117,female,15.1,large almond brown,bulbous makeup,makeup ,brown walleyed,dark,blue,scared,wide,makeup,large,almond ,squinted,brown,brown large walleyed,makeup,dark,makeup ,almond,watery brown ,makeup,squinty dark,brown large,squinty,light with makeup,large,large doelike brown,almond makeup,makeup,d,wide,Large staring makeupless,light,light makeup,blue pretty ,wide,blue,squinted brown ,makeup blue wondering,large,bulbous blue staring,slim makeup ,almond,squint dark,asian,brown,long eyelashes,makeup dark large,sad blue watery,blue,brown
72289,female,37.0,defiant disengaged,scared,forthright,intelligent,perceptive quick,fun,reserved,scared,bored,focussed,waiting,tired,distrustful,intelligent,observing,bright,acusing,intense deep,bright,deep,distant,reserved,focussed,denial,competitive,determined strong,scared,skilled,shy,reserved,psychic observant,psychic,hiding,reserved,deep,lying,reserved,artistic,careful,awake,honest,careful,dull uninterested sad,engaged,caring deep,challenging,child-like,blaming,deep intelligent,caring
523603,male,47.4,sad,attentive,happy,sad,neutral,attentive,sad,angry,neutral,attentive,worried,sad,attentive,happy,sad,attensive,attentive,angry,observing ,attentive amused,neutral,neutral,sad,sad preoccupied,no expression,angry,sad,anger controlled,dis interested,sad,blank,sad,sad,expressionless,worried,concealing ,jeleous,sad,attentive,worried,posing attention,amused,sad,fun,tired,disgusted,sad,agitated,humour,bored
523667,female,44.4,droopy,laugh,happy,what,half squint,smart ass,tired,shocked,mean,small,just do it already,whatever,big,mean,mad,whatever,ok,fine,fine,ok,tiny,ok,mean,sad,lost,mad,ok,mean,irritated,fine,irritated,sad,pissy,sad,bulg,sad,mad,angry,sad,headache,smart ass,sexy,suck it look,crossed,smart ass,mad,sad,mad,evil,sad
523969,female,13.3,pretty,big,hooded,crossed,sultry,bright,green,surprised,large,pretty,down turned,down turned,hazel,beautiful,large,pretty,almond shaped,small,circle shaped,big,narrow,sad,sultry,sad,round,large,monolid,almond,big,large,almond shaped,round,pretty,weird,bright,surprised,sultry,shaped,down turnede,striking,blue,sultry,striking,round,pretty,almond shaped,large,hooded,narrow,round
524137,female,26.0,tired,"big, light",nice,"tired, dark","brown, boring","blue, beautiful",light brown,"blue, awake","nice shaped, brown","blue, almost symmetrie ",black,tired,"nice, dark",dark brown,"blue, beautiful",dark,almond shaped,"asien, beautiful",dark,"blue, tired, big",looking bored,not beautiful,Moon shaped,small,"brown, round,",big,set apart,weird,nice,"dark, bored","wide opened, green",light,"blue, symmetric, beautiful",weird,"Un symmetric, blue-green","blue, symmetric","small, nice unequal",dark brown,round,set apart,"blue, small","blue, Slawic, unsymmetric","small, almond shaped","small, nice",dark,"beautiful, dark","big, black",light blue,"blue, beautiful",big
524396,male,15.3,short,large,oval,brown,thin and wide,bright,even,round,hazel,oval,green,droopy,large,brown,large,small ,square,pointy,small,teardrop shaped,droopy,wide,semicircular,almond,round,large and droopy,round,small,circular,wide,oval,round,wide,semicircular,large,large,small beady,pretty,round and circular,big,round and large,pointy,curved,circular and round,offcentered,uneven,large,wide,pale,large
524472,female,32.8,tired,relaxed playful,intelligent,tired,assertive,kind,shy,standoffish,tired,sporty,open,tired,inquisitive,normal,bored,sultry,helpful,shy,tired hardworking,open,tired,tired,sultry angry,unimpressed,timid shy,intelligent,sweet,quiet,tired,far apart,shy,calm,nice color,shy,sympathetic,skeptical,relaxed,sassy grumpy,sad,tired,happy shy,beautiful,driven,spooked,tired,closed off,beautiful,sassy,happy,helpful
524830,female,19.3,sleepy skeptic wide-set,fish wide open,old pleasant downturned,close vacant tired,wide close skeptic,angled close almond,wide tense downturned,wide surprise dumb,wide sad waiting,downturned flat steady,wide big unproportioned,sad thoughtful downturned,fearful big open,daydreaming unfocused almond,small close long,young open relaxed,tired artistic stern,pretty angled skeptic,small close maternal,empty dreamy tired,tired almond skeptic,close tired skeptic,pretty intense suspicious,close small sad,small close beady,wide young big,wide small calm,secretive alien composed,busy concentrated small,tired daydreaming small,close small boring,tense close small,pretty symmetrical placid,empty vacant small,thoughtful matriarch putogether,tired weary old,catlike skeptic narrowed,close downturned crosseyed,wide-set small anxious,alien wide open,druggie small close,angled exotic focus,young composed almond,small wide young,tired weary vacant,pretty angled contemplative,wide big young,tired addict weary,gentle soft intimate,wide big measuring
524838,male,31.4,big brown,artificial,kind,uneven,dark,nice,worried,small,friendly,big bright,intelligent,kind,big brown,untrusting,uneven,irritated,large,small dark,distrustful,knowing,sleepy,tired,squint wide,tiny,uneven ,nervous,wide make-up,unfriendly,vacant,droopy,dead,intense,unnatural ,piercing,sad,tired,squint brown,distracted,unhappy,wide blue,small,sexy,uneven,goofy,impatient,judging,big narrow,bright and blue,smug,large
525085,female,15.9,"serious, apathetic",surprised,sneaky,"cross-eyed, dark, serious",distracted,light,taken aback,"surprised, vague, inquisitive",normal,"judgemental, bright","serious, straightfoward, normal",bored,"judgemental, ",serious,"concerned, aback","serious, sexy",mom-like,normal,serious,"light, curious","serious, apathetic",caring,inquisitive,"small, concerned, vague","inquisitive, dull, blank",upset,caring,serious,distracted,"judgemental, snarky","vague, surprised, dazed",surprised,"serious, judgemental",bright,superior,"intelligent, light, airy","inquisitive, unsure","distracted, pretty","concerned, vague, straightforward",serious,"serious, sexy, peering","sexy, all-knowing",serious,cute,judgemental ,"sexy, mysterious, sly","serious, wide","serious, mad",jdugmental,judgemental
525246,female,18.3,mysterious,flashy,dashing,sleepy,soulful,all-knowing,emotional,ablaze,witchy,icy,fluttering,sympathetic,steely,dazed,gleaming,alluring,foxy,desirious,dark,peering,shaded,focused,sexy,beady,dreamy,glistening,innocent,distant,bright,honest,fiery,innocent,girly,normal,knowing,soulful,enigmatic,lost,doe eyed,clear,soft,foxy,gentle,compassionate,inviting,wild,focused,piercing,seductive,sunny
525441,female,17.4,tired,round,"aged, light",brown,brown,blue,average,surprised,brown,"blue, average",downturned,small,"large, watery",dark,"round, blue",hooded,"large, visible lid",brown,"small, dark","blue, downturned","dark, lidded",dark,crescent,small,"wide, close-together",round,widely spaced,gray,round,very widely spaced,blue,small,"blue, even",light blue,"blue, emotional, aged",blue,"dark, downturned, attractive",unique,"wide, watery, emotional","wide, far apart","round, close together","attractive, slightly upturned","dark, pretty, even","round, dark, far",very visible lids,"light brown, even","very large, dark","light, aged, lidded","pretty, blue",uneven
525561,female,2016.2,separados,grandes,tristes,apagados,serios,normales,asustados,redondos,tristes,soeprendidos,rudo,caidos,cansados,asustados,bonitos,separados,retadora,alargados,alargados,grandes,apagados,serios,coquetos,agoviados,circulares,grandes,pequeños,ruda,fijos,indesisos,asustados,fijos,bonitos,grandes,fijos,sorprendidos,decididos,antiguos,fijos,feos,grandes,largos,pequeños,cortos,agotados,segura,grandes,mal geniada,sonrientes,grandes
525634,male,2016.2,bored,wide,friendly,crossed,smart,judging,one is bigger,middle management,sharp,lively,cold,crossed,lost,intent,piecing,cute warm clever,intense,small,hungry,intent,bored,dumb,sexy,distant,sprightly,annoyed,alien,tired,dull,expectant,intense,smart,slow,kind,wise,eyes,hot,dazed,bored,alien,blue,horny,mad,goofy cute young,annoying,normal,silent,angry,tired dull,slow
525729,female,12.0,druggy,wide ,tiny uneven,uneven,wide,small,wide,wide awake,narrow,wide,hazel,small ,wide gross,sassy,wide,small seperated,large,narrow,odd,green mellow,small tired,rolled dark,beautiful brown ,tiny abnormal,wide,babydoll,dark,dark mean,opposite,down,tiny wide,wide ,fake,up,wide complex,pretty,narrow tired,pretty dark beautiful ,tall widd,big wide,soft,narrow deer-like,narrowed dark,brown,dark wife,stretched,wide big unproportiante,ugly,narrow pretty,slanted 
525886,female,21.3,drowsey,big and wide,happy,drained,narrow,happy,blank,large,unhappy,in proportion,brown,tired,annoyed,african,confident,normal,makeup,monobrow,brown,young,dark,small,attitude ,small,small,large,big and wide,doomy,focused,evil,round,awear,pampered,abnormal,wide,uneven,chinese,day dream,wide,wide,small,normal,confident,asian,tired,hazel,wide,old,blue,uneven
526154,female,21.3,"brown, attitude","wide, hazel, round","green, average","chocolate brown, uneven","large, brown",blue-gray,"average, honey-brown",round,"brown, average","blue-gray, bright","brown, large",average,"hazel, round",dark brown,hazel,"brown, average","striking, brown","brown, angry",dark brown,large,"exhausted, dark","dark brown, soft","dark brown, soft","gray, sad","round, brown","round, brown","dark, uneven","tired, dull hazel","honey brown, pretty","brown, soft",wide,wide,"gray, bright","wide, gray","round, gray","gray, bright, round","suspicious, brown","distracted, hazel",round,"bright, gray","small, gray","blue-gray, almond","dark, soft","wide, dark brown","round, brown",honey-brown,"dark brown, large",gray,"gray, smug","sad, hazel"
526285,female,,droopy,big,happy,scary,dark,pretty,uneven,content,long eye lashes,pretty,dont fit face,dark,big brown,dark,pretty,perfect,pretty,chinese,small dark,normal,really dark,dark brown,scary,dark,big round brown,pretty,chinese,pretty,perfect,dark,uneven,dark,beautiful,light,perfect fit,big blue,pretty,loney,ugly,big blue,content,uneven,dark,happy,sad,normal,scary,pretty blue,pretty,dark
526545,male,2016.2,Almond,Big,Normal,Uneven,Wide,Big,Normal,Noaml,Normal,Normal,Droopy,Male,Big,Normal,Normal,Asian,Big,Asian,Normal,Big,Small,Small,Slanted,Small,Big,Big,Childish,Small,Normal,Big,Normal,Normal,Slanted,Mormal,Normal,Normal,Chill,Big,Noemal,Big,Small,Uneven,Normal,Big,Big,Normal,Big,Big,Normal,Normal
526758,female,19.6,acceptance,"competition, fear","close-minded, secret","helpless, sad","normal, brown","beautiful, trustworthy, strong",shocked,"jealous, not content","realistic, day",acceptance,sad,"sadness, unhappy","frustration, desperate",expectation,unhappy,"passive, bored","ambition, rough",anger,"realistic, sad",unusual shape,anger,"superior, intimidated","arrogance, eager, hot","little, close to nose","cold, far away",almond,optimismn,jealous,"normal, mood",round,normal,grey mouse,"arrogant, self-centered",purpose-searching,"disrespectful, rough","frustated, lost",concentrated,"unfocused, sad","sad, not content","boring, hard","unfocusee, big, blue","beautiful, in perfect shape",superior,"nice, sweet","family, work","ambition, competition","cold, disgust, sadness",annoyed,"insider, harsh","anger, hard to tell"
526860,female,2016.3,honey brown,hazek=l,cloudy brown,brown, chocolate brown,grey,medium brown,teal,muddy brown,light blue,murky brown,grey brown,green brown,dark brown,hazel,light brown,honey brown,muddy brown,warm brown,blue green,brown,dark brown,clear brown,grey blue,light brown,green brown,dark brown,grey green,brown,brown,blue,grey blue,light bue,grey,grey,blue grey,murky brown,honey brown,cloudy blue,light blue,light blue,light blue,dark brown,brown,dark brown,hazel brown,dark brown,baby blue,light blue,green
526922,female,14.4,Brown,"Big, Wide",Slim,Small,Slim,"Perfect, Normal, Pretty",Big,Blue,Slim,"Blue, Wide",Long,Wide,Bog,Normal,Big,Small,"Warm, Big, wide",Slim,Small,Wide,Slim,Oval,"Slim, Warm, Pretty","Pretty, Small, Thin","Warm, Wide",Bog,Compacted,Slim,Small,Big,Small,small,"Pretty, Blue","Big, Wide",Big,Blie,"Slim, Thin, Mysterious",Warm,Oval,Big,Blue,"Beautiful,Blue, Wide",Brown,Circular,Popped,Normal,"Big, Wide",Blue,Blue,Wide
527191,male,19.5,light brown,light green,green,dark brown,dark brown,blue,light brown,light blue,dark brown,blue,dark brown,dark brown,light brown,dark brown,blue,dark brown,dark brown,dark brown,dark brown,light blue,dark brown,dark brown,dark brown,green,light green,dark green,dark brown,light green,dark brown,dark brown,grey,blue,light blue,light blue,light blue,light blue,light brown,dark brown,blue,blue,light blue,light blue,dark brown,dark brown,dark brown,light green,dark brown,light blue,light blue,dark brown
527304,female,19.1,"Stoned, dark","Lined, hazel",Hazel,"Unequal, brown","Dark, almond","Blue, wide, nice",Brown,Large,"Brown, almond","Blue, bright",Brown,"Bored, brown","Brown, empty","Nice, dark",Large,"Brown, almond","Brown, unequal",Dark,"Brown, small","Blue, wide","Sleepy, dark",Dark,"Pinched, brown",Close together,"Brown, round","Large, brown","Almond, dark",Hazel,"Brown, oval",Far apart,Wide,Large,Blue,"Large, blue","Blue, unhappy","Blue, wide","Squinted, brown",Dark,"Wide set, blue","Blue, wide set","Close together, blue","Blue, pretty",Dark,"Round, dark","Tired, brown","Large, brown",Dark,"Blue, old","Bright, blue, happy",Unequal
527500,female,18.4,almond,beautiful,average,strabism,almond,beautiful,beautiful,little over made-up,eyelashes too big,pretty,pretty,pretty,pretty,pretty,little over made-up,beautiful,classy,beautiful,pretty,pretty,deep,misty,beautiful,beautiful,beautiful,beautiful !,beautiful,beautiful,beautiful,beautiful,beautiful,pretty,over made-up,pretty,little over made-up,pretty,beautiful !,misty,beautiful,pretty,little over made-up,classy,beautiful !,pretty,average,beautiful,misty,average,pretty,pretty
527828,female,29.8,wide apart,big and surprised,hooded,tired,dark,not symmetrical,dissapointed,lashy,lashy,manly,kind,young and innocent,big,lazy eye,beautiful,small,open,angry,too close,tired,angry,small,asian eyes,small,beautiful,not trusting,hooded,serious,average,wide apart,surprised,amazed,zombie like,light,beautiful,pond like,small,droopy,sad,wide apart,too close ,cat eyes,beautiful,big,not even,asymmetrical,not trusting,pissed off,playful,beautiful
527938,male,2016.3,emotional,like,good person,interesting,sport girl,good,good,nervious,emotional,flat,italian girl,nice,no emotional,good,nice,exotic,flat,angry,eat,nice,searious,she has mostache,focused,cold girl,cold,searious,no friendly,cold,italian,searious,nice,good,beauty,cold,old person,no,nice,delicate,nice no emotional,head,caucasic,beauty,no emotions,good person,no care,calm,crazy,searious,good person,angry
528091,female,19.1,Drunk ,Shocked,Full of life,Uneven,Pretty and dark,Springy,Nervous ,Confused ,Unhappy ,Ready,Droopy,Manly,Confused ,Angry,Scared,Plain ,Concerned,Fumbled ,Dark,Sad,Tired,Scared,Mischievous ,Plain,Hobbit like,Anger ,Not happy ,Prison like,Baffled,Stupid,Shocked again ,Shocked ,Blue,Crazy,Scared ,Intrigued,Sly,Focused,Short,Forehead ,Squished,Intrigued ,Tiny,Asian,Tired,Confused,Ugly,Mean,Happy ,Dead
528358,female,20.1,whatever,creepy,whatever,whatever,whatever,v,whatever,v,whatever,whatever,whatever,alright,okay,whatever,whatever,whatever,whatever,pretty,whatever,whatever,whatever,whatever,v,eh,eh,whatever,whatever,okay,whatever,pretty,whateverwhateverwhateverwhatever,v,whatever,whatever,whatever,whatever,whatever,whatever,whatever,whateverwhateverwhateverwhateverwhatever,whatever,v,whatever,whatever,Deep ,whatever,whatever,whatever,whatever,whatever
528600,male,5.0,estevan ,diego ,fiorina ,julia ,josh ,rebeca ,dona nina ,james ,prisila ,navarro ,taeme e tiago ,ribbie amell ,breno ,luan santana ,pedro ,nicole ,felipe ,pelu ,meire ,pe lanza ,vargas ,tati ,théo ,kelldel,gabi ,sabrina,michel telo ,gabriela ,rejina ,mateus ,teylor lautener ,connor ,karin lautener ,elena ,mc biel ,deimon ,carlos ,mc gui ,doris ,dinho,tomas ,fernado esorocaba ,safira ,otavio ,logan ,julia ,andre ,joão guilherme ,luckas moura ,nick merico 
528641,female,18.0,Strung out,Talented,Manly,Hurt,Flatterful,Ill,Sad,Nervous,Terrible,Beautifully overwhelmed,Tired,Scared,Worn out,Crazy,Agressive,Tired,Old,Mornful,Sad,Tired,Annoyed,Overwhelmed,Sleepy,Hurt,Invisible,Frightful,Unfaithful,Fed up,Pretty,Stunned,Irritated,Heavy,Fake,Abusive,Forgetful,Happy,Painful,Crazed,Tormented,Fearless,Outstanding,Sweet,Amazing,Satisfied,Tired,Hard working,Damaged,Stressed,Weak,Outcast
528822,female,59.8,critical,interested,clever,angry,hostile,concentrating,neutral,disgusted,critical,neutral,neutral,bored,hostile,angry,honest,neutral,judging,angry,critical,mildly interested,angry,hostile,angry,bored,neutral,intense,bored,hostile,bored,bored,interested,neutral,critical,bored,bored,suprised,angry,distracted,neutral,calm,bored,interested,angry,curious,bored,angry,disgusted,judgemental,amused,sad
528986,female,17.5,wonky,bright,tired,tired,almond,different,round,blue,tired,bright,small,wonky,alert,bright,pretty,almond,bright,almond,small,different,tired,small,almond,small,bright,dark,small,pretty,pretty,wonkt,round,alert,blue,bright,defined,bright,almond,dark,pretty,round,blue,blue,dark,small,tired,pretty,dark,blue,blue,round
528984,female,20.5,too far apart,pretty,average,average,beautiful,pretty,average,average,pretty,pretty,average,average,pretty,pretty,pretty,pretty,too much makeup,too small,average,pretty,average,pretty,pretty,way too small,too round,pretty,too much eyeliner,slightly too small,pretty,too small,pretty,average,pretty,average,pretty,average,too small,pretty,average,too far apart,slightly too small,beautiful,pretty,too round,average,pretty,too much eyeliner,average,pretty,different sizes
529017,male,2016.4,ugly,normal,normal,ugly,normal,pretty nice,nice,normak,ugly,normal,beautiful,very beautiful,normal,normal,nice,sexy,ugly,ugly,ugly,beautifull,ugly,ugly,ugly,curious,curious,very nice,ugly,sad but nice,nice,nice,normal,normal,nice,ugly,normal,ugly,sexy,beautiful,very beautiful,ugly,ugly,nice,nice,ugly,ugly,pretty nice,fear,ugly,pretty nice,fine
529292,female,22.9,heavy,open,kind,tired,warm,suspicious,concerned,tense,bored,welcoming,smart,fresh,vacant,kind,emotional,pleasant,kind,worried,warm,kind,tired,warm,attentive,smug,doe eyed,mean,dead,suspicious,vacant,focused,focused,startled,rude,focused,distracted,rude,understanding,unique,nervous,striking,rude,attentive,guarded,wide ,fed up,playful,tired,unamused,kind,understanding
529490,female,19.9,pissed,big,tigh,blank,alert,beautiful,empty,stunned,blank,smiling,plain,blank,blank,simple,trustworthy,beautiful,made up,proportionate,dark,pretty,blank,simple,smiling,tiny,childish,round,dark,inquisitive,distant,heavy,Blank,blank,classically pretty,downturned,content,sceptical,Narrow dark,crossed,blank,big,close-set,beautiful,squinting,happy,blank,victorious,large,done,happy,blank
529488,female,17.3,Sleepy tired,Doe surprised different ,Kind warm,Disappointed ,Open,Kind nice ,Sad helpless ,Average available caring ,Unhappy ,Clear attentive ,Calm,Edgy,Dissatisfied disappointed ,Determined averaged sad,Active,Dead,Sad,Calm,Serious,Opsn,Sleepy unamused ,Judging dark serious,Determined ,Small sad,Attentive awake,Angry dark ,Dark nice,Bored tired overit,Active ,Tired unamused ,Expressionless ,Scared wide open,Sexy sad unsure,Helpful,Unhappy dreamy,Fear questioning hopefull,Calm grumpy,Dreamy,Scared alone ,Wide apart alien,Attention seeking ,Sexy,Expressionless ,Happy ,Given up,Bitch,Sad ,Stern,Seductive sexy longing,Sad 
529610,male,26.5,almost nice,big nice distant,familiar friendly sey,not interesting,alright,interesting sexy curious,kinda interesting,nice,kinda attractive,big conforting interesting,kinda alright,not interesting,not interesting,alright slightly crooked,nice cheerful attractive,kinda cute,sorta alright,not interesting,asian brown,nice attractive interesting,not interesting,not interesting,sexy interesting,not interesting,not interesting,nice eyelids attractive,not interesting,sexy attractive mean,familiar nice,not interesting bitchy,not interesting,not interesting,sexy languid arousing,honest empathetical,elegant authoritarian interesting,make her beautiful,interesting asian sexy,elegant romantic dramatic,not interesting,almost nice,alright quite nice,sexy attractive irregular,bitchy nice,not interesting,not interesting,kinda sexy,not interesting,not interesting,pretty nice,kinda interesting sad
529688,female,23.8,Bette Davis Eyes,Deer-in-headlights,Unsure,Stern,Direct,"Cold, not expressive",Unsure,Cold,"Tired, friendly, inviting","Bright, friendly","Distant, tired","Soft, dreamy","Big, bright, stunning","Candid, sincere",Bold,Focused,"Gentle, receptive",Distant,"Sad, warm","Bright, pretty","Candid, direct, tired","Honest, expressive",Smoldering,Intelligent-looking,"Big, introspective",Confrontational,Unimpressed,Smoldering,"Sad, tired","Childlike, playful",Intense,"Uneasy, funny","Clever, cold","Clear, friendly","Wise, kind","Clear, sad",Smoldering,"Thoughtful, dreamy","Distant, sad",Smoldering,Good-humored,Smoldering,"Cat-like, direct","Innocent, friendly","Clear, candid","Warm, thoughtful","Big, dark",Uneasy,Smoldering,Good Humored
529801,female,31.0,far apart,wide,green,almond,narrow,gray wide,"brown, different shape","grey, green",long eyelashes,big,brown,hooded eyelid,big eyes,black,long eyelashes,small,"round, deep set",narrow far apart,close together,"wide, green",heavy lids,deep set,"narrow, almond",small,round,wide,far apart,narrow,brown,far apart,big pupils,big pupil,blue,light blue,"wide, grey",blue,narrow,set upwards,wide,far apart,close blue,right eye bigger,"almond, dark",almond,deep set,brown rich,big,round,blue,brown
530092,female,15.6,lazy,large,pretty,sad,just there,pretty,just there,pretty,just there,bright,just there,sad,just there,dark,pretty color,just there,just there,just there,just there,wanting to know more,half closed,kind of squinted,squinted,sad,just there,there,deep,squinted,just there,disproportionate,pretty color,just there,gorgeous,pretty color,open,pretty color,squinted,not appealing,sad,pretty color,pretty,kind of squinted,deep,bright and perky,lazy,kind of squinted,alien ish,kind of saggy,kind of squinted,sad
530126,male,40.4,tired,wide open,lazy left,brown,tired,sympathetic,Going down,Normal,wide,blue,normal,normal,fix,brown,fix,normal,make-up,asian,normal,normal,tired,small,strained,small,round,Large,asia,hard,vague,down,open,cold,pretty,clear,normal,blue,scrutiny,up,forgettable,blue,empty,clear,tired,weird,tired,nice,brown,reversed,blue,asymetric
530220,female,19.7,brighter brown,green,green,earthy brown,dark brown,stormy,green,grey,soft brown,blue,brownish green,grey,greyish brown,charcoal,dark grey,earthy,dark green,dark,dark brown,darker grey,blackish brown,dark brown,deep brown,grey,brown,greyish green,onyx ,dull grey,greenish grey,coffee brown,mountain grey,darker blue,pale blue,grey,blue-grey,brighter blue,brown,soft brown,deep blue-grey,blue-grey,grey blue,soft grey,midnight colored,brown,charcoal,intense pretty,charcoal,blue,blue,green
530438,female,,brown,grey,green,brown,dark,grey,brown,light,dark,light,brown,grey,darl,dark,grey,dark,brown,dark,brown,grey,dark,brown,brown,small,brown ,grye,dark,grey,brown,brown,grey,light,blue,light,light,blue,brown,dark,light,blue,blue,light,dark,dark,brown,green,dark,blue,blue,green
530615,female,14.2,Nice,Wow,Green,Indian,Kind,"French, knowing",What,Green,Dark,Pretty,Wow,Staring,Big ,"Off, pretty",Dark ,Attractive,Motivated,Close,"Dark, done","Pretty, round",Attractive,Approachable,Attractive,Rachel,Round,Echo,Dark,Makeup,"Dainty, dark",Disproportionate,"Staring, dark",Blue and intense,Celebrity,Light,"Pretty, kind",Nice,Contrast,Elegant,Stressed,Light,Inwards,"Pretty, intense",Strong,Friendly,Proud,Bright,Staring,"Hooded, staring",Intelligent,"Pretty, confused"
