user_id,sex,age,f_easian,f_wasian,f_white,m_easian,m_wasian,m_white
64791,male,15.5,"3,1,5,2,4","5,1,2,3,4","3,2,5,4,1","3,5,2,4,1","5,3,1,4,2","1,2,3,5,4"
64793,male,35.7,"2,3,4,5,1","2,3,1,4,5","2,1,3,4,5","5,4,3,2,1","4,3,5,2,1","4,5,3,2,1"
64799,female,22.2,"3,2,4,1,5","2,1,3,4,5","2,4,3,1,5","3,2,1,4,5","3,4,2,1,5","4,5,3,2,1"
64804,male,26.7,"1,2,3,4,5","1,3,2,4,5","1,2,3,4,5","1,4,2,3,5","1,2,3,4,5","1,3,2,4,5"
64807,male,30.9,"2,1,3,4,5","2,1,3,4,5","1,2,3,4,5","4,3,5,2,1","2,3,4,1,5","3,2,4,5,1"
64831,female,36.1,"2,1,4,3,5","2,1,3,4,5","1,2,3,4,5","4,5,3,2,1","3,4,5,2,1","4,5,3,2,1"
64853,male,19.5,"1,2,3,4,5","3,2,4,5,1","2,3,1,4,5","3,1,2,4,5","2,4,5,3,1","4,2,3,5,1"
64858,male,32.5,"2,1,3,4,5","2,3,1,4,5","1,2,3,4,5","5,4,3,2,1","3,5,4,2,1","5,4,3,2,1"
64844,female,26.5,"1,2,3,4,5","2,3,4,1,5","2,1,3,4,5","4,3,5,2,1","3,2,4,1,5","4,5,3,2,1"
64856,male,25.5,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,3,1,2,5","4,3,2,1,5","3,2,1,4,5"
64877,male,23.4,"2,1,4,3,5","2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","2,4,3,1,5","2,1,3,4,5"
64603,male,32.6,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","2,1,3,4,5"
64892,male,28.3,"2,3,1,4,5","1,2,3,4,5","1,2,3,4,5","3,2,4,1,5","3,2,4,1,5","3,4,2,1,5"
64898,female,25.8,"1,3,2,4,5","1,2,3,4,5","2,1,3,4,5","5,3,4,2,1","3,4,2,1,5","5,4,3,2,1"
64896,female,23.9,"2,1,3,4,5","3,1,2,4,5","2,1,3,4,5","3,4,2,5,1","3,4,2,5,1","3,4,2,1,5"
64893,female,20.1,"3,2,1,4,5","2,3,4,1,5","2,1,3,4,5","3,4,2,5,1","3,4,2,5,1","4,3,5,2,1"
64897,male,18.7,"3,2,4,1,5","2,3,4,1,5","3,2,1,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
64900,female,32.6,"3,2,1,4,5","2,1,3,4,5","1,2,3,4,5","3,4,2,5,1","3,2,1,4,5","2,3,4,1,5"
64915,female,14.2,"1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","1,3,2,4,5"
64906,male,35.0,"3,4,2,1,5","2,3,1,4,5","2,1,3,4,5","5,2,3,1,4","3,2,4,5,1","4,3,5,2,1"
64903,male,40.2,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","4,5,1,3,2","4,2,3,1,5","2,1,5,3,4"
64916,female,18.4,"2,1,3,5,4","1,4,3,2,5","1,2,3,4,5","5,3,2,4,1","3,1,2,4,5","4,1,2,3,5"
64922,female,20.9,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,3,2,4,5","3,2,1,4,5","4,3,5,2,1"
64924,male,18.0,"4,3,2,1,5","2,3,1,4,5","3,2,1,4,5","5,3,4,2,1","4,3,2,1,5","3,2,1,4,5"
64929,female,21.9,"1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","4,3,5,2,1","3,1,2,4,5","2,3,1,4,5"
14281,female,23.6,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","4,3,2,5,1","3,2,4,1,5","3,4,5,2,1"
64915,female,14.2,"1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","2,1,3,4,5","1,2,3,4,5","3,4,1,2,5"
64935,male,24.2,"3,1,2,4,5","2,1,3,4,5","1,3,2,4,5","1,4,2,3,5","5,3,4,2,1","4,5,2,1,3"
64938,male,54.9,"1,2,3,4,5","1,2,3,5,4","2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","2,1,3,4,5"
64942,male,19.0,"2,4,3,1,5","2,3,1,4,5","1,2,3,4,5","4,5,3,2,1","3,2,4,5,1","1,3,2,4,5"
64939,male,29.2,"2,1,3,4,5","2,1,3,4,5","1,2,3,4,5","1,4,5,2,3","2,3,1,4,5","3,2,1,4,5"
64927,male,35.3,"2,3,1,4,5","1,2,3,4,5","1,2,3,4,5","2,3,4,5,1","2,3,1,4,5","3,4,1,2,5"
64946,male,20.3,"3,2,1,4,5","1,2,3,4,5","1,2,3,4,5","5,3,4,2,1","2,3,4,5,1","3,4,1,2,5"
64949,female,19.7,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
64955,female,18.5,"2,3,4,1,5","1,2,3,4,5","1,2,3,4,5","3,4,2,5,1","2,3,1,4,5","2,3,1,4,5"
64953,male,27.5,"1,3,2,4,5","1,2,3,4,5","1,2,3,4,5","5,4,2,3,1","2,3,5,1,4","4,3,2,5,1"
64954,female,19.2,"1,2,4,5,3","2,1,3,4,5","2,3,1,4,5","4,5,3,1,2","2,3,1,4,5","2,4,5,3,1"
64964,male,34.1,"2,1,3,5,4","3,2,1,4,5","1,2,4,3,5","3,4,2,5,1","2,1,4,3,5","2,3,4,1,5"
64969,female,26.6,"4,2,3,5,1","2,1,3,4,5","5,2,3,4,1","2,4,3,1,5","4,1,3,5,2","2,4,3,5,1"
64966,female,18.5,"1,2,3,4,5","2,1,3,4,5","2,3,4,1,5","4,5,2,3,1","3,1,4,2,5","4,2,3,5,1"
64945,male,21.7,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","3,4,5,2,1","3,4,2,1,5","5,3,4,2,1"
64986,male,29.0,"2,3,1,4,5","2,1,3,4,5","2,3,1,4,5","3,4,5,2,1","4,3,2,1,5","5,4,3,2,1"
64984,male,26.6,"1,2,4,3,5","1,2,3,4,5","2,1,3,4,5","3,1,2,4,5","2,1,3,4,5","3,4,5,2,1"
64989,male,23.5,"1,3,2,4,5","1,2,3,4,5","1,2,3,4,5","3,2,1,4,5","3,2,1,4,5","3,2,1,4,5"
64992,male,28.4,"3,2,1,4,5","2,1,3,4,5","2,3,1,4,5","1,2,3,4,5","3,2,4,1,5","3,1,2,4,5"
64983,male,17.0,"2,1,3,4,5","1,2,3,4,5","2,3,1,4,5","4,5,2,3,1","3,2,4,1,5","5,3,2,4,1"
64985,male,41.2,"1,3,2,4,5","1,2,3,4,5","1,2,3,4,5","3,5,4,2,1","4,2,5,3,1","5,4,2,3,1"
64988,male,29.4,"2,3,1,4,5","1,2,3,4,5","1,2,3,4,5","4,3,5,2,1","3,4,2,5,1","4,3,5,1,2"
65000,female,13.6,"1,2,3,4,5","2,1,3,4,5","1,2,4,3,5","5,2,1,3,4","5,4,2,3,1","1,3,2,4,5"
65001,female,14.0,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,1,4,5","3,1,2,4,5","3,2,1,4,5"
64980,female,46.0,"1,2,3,4,5","2,3,1,4,5","1,2,3,4,5","2,3,4,5,1","2,3,4,1,5","3,4,2,5,1"
65002,male,17.8,"1,3,2,4,5","2,1,3,4,5","1,2,3,4,5","4,5,2,3,1","4,2,1,5,3","2,4,3,5,1"
64996,male,24.9,"2,1,4,3,5","1,2,3,4,5","1,2,3,4,5","4,3,5,2,1","4,3,5,1,2","3,5,4,2,1"
65011,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,3,2,4,5","3,1,2,4,5","4,3,2,5,1"
64781,female,18.2,"1,2,3,4,5","1,2,3,4,5","1,3,2,4,5","1,2,3,4,5","2,1,3,4,5","1,2,3,4,5"
65014,male,18.1,"2,3,4,1,5","2,3,1,4,5","1,2,3,4,5","4,3,2,5,1","3,2,1,4,5","3,2,4,1,5"
65026,female,16.5,"2,3,1,4,5","1,2,3,4,5","1,2,3,4,5","4,3,2,5,1","3,2,4,5,1","3,4,5,2,1"
64473,male,20.8,"1,3,2,4,5","1,2,3,4,5","1,2,3,4,5","4,5,3,2,1","2,3,4,5,1","3,4,1,5,2"
65020,male,35.2,"1,2,3,4,5","2,3,1,4,5","2,3,1,4,5","4,2,3,1,5","2,1,3,4,5","3,4,2,5,1"
65029,female,18.5,"3,2,1,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,1,4,5"
65023,male,22.4,"2,3,1,4,5","1,2,3,4,5","2,1,3,4,5","1,2,4,3,5","2,1,3,4,5","2,3,1,4,5"
64995,male,26.9,"4,3,2,5,1","3,2,4,1,5","3,2,1,4,5","3,4,5,2,1","3,2,4,1,5","3,4,2,1,5"
65022,male,46.7,"3,2,4,5,1","2,1,3,4,5","1,2,3,4,5","3,2,4,5,1","3,4,2,5,1","4,3,5,2,1"
65050,female,22.5,"1,2,4,3,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
65052,female,26.3,"1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","4,5,3,2,1","3,4,2,5,1","4,3,5,2,1"
65063,female,17.5,"2,3,1,4,5","2,1,3,4,5","3,1,2,4,5","2,1,3,4,5","1,2,3,4,5","1,3,2,4,5"
65072,female,22.3,"2,4,3,5,1","4,2,3,5,1","4,3,2,5,1","3,5,4,2,1","3,2,1,4,5","4,3,5,2,1"
65071,male,22.9,"1,3,4,2,5","1,3,2,5,4","1,3,2,4,5","1,2,3,4,5","4,3,2,1,5","3,4,2,1,5"
65075,male,29.1,"1,2,3,5,4","1,2,3,4,5","1,2,3,4,5","2,3,4,5,1","3,4,1,5,2","2,3,4,5,1"
64965,female,24.6,"2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","5,4,3,1,2","3,4,2,5,1","3,4,2,5,1"
65080,female,8.6,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","2,1,4,3,5","2,3,4,5,1","4,1,2,3,5"
64150,male,25.3,"3,2,1,4,5","2,3,1,4,5","1,2,4,3,5","5,4,3,2,1","3,4,5,1,2","5,4,3,2,1"
65078,male,23.4,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,5,3,1,2","2,3,4,1,5","5,1,2,3,4"
65082,female,25.1,"3,2,1,4,5","1,2,4,3,5","2,1,3,4,5","5,4,3,2,1","4,3,5,2,1","4,5,3,2,1"
65087,male,17.5,"2,3,1,4,5","2,1,3,4,5","1,3,2,4,5","1,3,4,2,5","2,3,1,4,5","1,2,3,4,5"
65089,male,41.8,"5,4,3,1,2","5,4,3,2,1","5,4,3,2,1","5,4,3,2,1","5,4,3,2,1","5,4,2,3,1"
65091,female,21.1,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,4,2,1,5","2,1,3,4,5","2,1,3,4,5"
65096,male,31.4,"3,4,2,1,5","2,1,3,4,5","1,2,3,4,5","2,3,4,1,5","2,3,1,4,5","3,2,4,1,5"
65084,female,19.3,"2,4,5,3,1","3,2,1,4,5","2,3,4,1,5","4,5,3,2,1","4,3,2,1,5","4,3,2,5,1"
65101,male,13.2,"2,1,3,4,5","5,4,3,2,1","1,4,2,3,5","5,3,2,4,1","4,2,1,5,3","2,1,3,4,5"
65104,female,18.4,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,1,5,4","2,3,1,4,5","3,2,1,4,5"
65109,male,43.4,"3,2,4,1,5","1,2,3,4,5","1,2,3,4,5","3,4,5,2,1","1,2,3,4,5","1,2,3,4,5"
65103,female,23.2,"1,2,3,5,4","1,2,3,4,5","1,2,3,4,5","4,5,3,2,1","3,2,4,1,5","2,5,1,3,4"
65110,female,21.7,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,4,5,2,1","3,4,2,1,5","3,4,2,5,1"
65113,female,0.5,"1,2,3,4,5","2,3,1,4,5","1,2,3,4,5","5,4,3,2,1","3,4,2,1,5","4,5,3,2,1"
65112,female,21.6,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","5,4,3,2,1","3,4,2,1,5","3,4,5,2,1"
65111,female,14.7,"1,3,4,2,5","1,2,3,4,5","1,2,3,4,5","1,4,5,3,2","2,3,4,1,5","4,3,2,1,5"
62323,male,16.3,"2,1,3,4,5","2,1,3,4,5","2,1,3,4,5","3,2,5,4,1","4,1,5,3,2","1,2,4,3,5"
65114,male,35.7,"3,2,1,4,5","2,1,3,4,5","3,1,2,4,5","5,4,3,2,1","5,4,3,2,1","5,4,3,2,1"
65051,female,16.2,"1,3,2,4,5","1,2,3,4,5","1,3,2,4,5","3,1,2,5,4","1,3,2,4,5","1,3,2,4,5"
65119,male,21.2,"2,1,3,4,5","2,1,3,4,5","2,1,3,4,5","3,1,2,4,5","2,3,1,4,5","3,1,2,4,5"
65121,female,17.5,"4,2,3,1,5","1,2,3,4,5","2,3,1,4,5","5,4,3,2,1","3,4,2,5,1","3,4,2,5,1"
65117,female,60.1,"3,2,1,4,5","2,3,1,4,5","2,1,3,4,5","3,4,2,1,5","3,2,1,4,5","3,2,1,4,5"
65122,female,18.3,"2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","4,3,2,1,5","2,3,1,4,5","3,2,1,5,4"
65126,female,15.0,"1,3,2,4,5","1,2,3,4,5","1,2,3,4,5","2,4,5,3,1","2,1,3,4,5","3,1,2,4,5"
12347,male,28.5,"2,1,3,4,5","3,2,1,4,5","1,2,3,4,5","5,3,4,2,1","3,4,2,1,5","3,4,5,2,1"
65142,female,16.8,"2,5,1,4,3","3,2,1,4,5","5,1,4,3,2","3,4,2,5,1","2,4,5,1,3","3,4,5,2,1"
65139,female,19.6,"1,3,2,4,5","2,3,1,4,5","2,1,3,4,5","5,4,3,2,1","3,2,4,5,1","2,3,4,5,1"
65147,female,15.5,"1,3,2,4,5","2,1,3,4,5","1,2,3,4,5","1,3,2,5,4","2,1,3,4,5","3,4,1,5,2"
65146,female,20.3,"3,1,2,4,5","1,2,3,4,5","1,2,3,4,5","4,5,3,2,1","3,4,2,1,5","3,4,2,5,1"
65144,male,22.1,"1,2,3,4,5","2,3,1,4,5","2,3,4,1,5","1,3,2,4,5","1,2,3,4,5","4,3,2,1,5"
65145,female,14.9,"5,3,1,4,2","5,1,3,4,2","5,4,1,3,2","1,2,3,5,4","1,5,3,2,4","1,2,5,3,4"
65140,female,28.1,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","2,3,1,4,5","3,2,4,1,5","2,3,1,4,5"
65137,female,21.1,"1,2,3,4,5","2,3,1,4,5","2,1,3,4,5","4,5,3,2,1","3,2,4,1,5","4,3,5,2,1"
65155,female,16.2,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,2,1","3,4,2,5,1","4,3,5,2,1"
65158,female,39.2,"2,3,1,4,5","2,3,1,4,5","1,2,3,4,5","3,2,1,4,5","2,3,1,4,5","4,5,3,2,1"
65165,female,18.8,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","4,5,2,3,1","3,4,2,5,1","4,3,5,2,1"
65173,female,18.1,"5,4,1,3,2","5,4,1,3,2","5,4,3,2,1","5,1,4,3,2","5,1,4,3,2","1,5,4,2,3"
65172,female,21.4,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,1,4,5","3,2,1,4,5","4,3,2,1,5"
65164,female,16.3,"1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","2,3,4,5,1","3,1,2,4,5","2,3,1,4,5"
65166,male,24.0,"2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","4,3,5,2,1","3,4,2,5,1","4,5,3,2,1"
65156,female,20.4,"3,2,1,4,5","1,2,3,4,5","1,2,3,4,5","3,1,2,4,5","2,1,3,4,5","1,2,3,4,5"
65176,female,17.2,"2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","2,1,3,4,5","2,3,4,1,5"
65175,female,18.2,"2,3,1,4,5","2,1,3,4,5","1,3,2,4,5","3,2,4,5,1","2,3,4,1,5","5,4,3,2,1"
65177,female,15.9,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,1,4,5","3,2,4,1,5","2,3,1,4,5"
65163,female,20.3,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","2,3,4,1,5","2,3,1,4,5","4,3,2,1,5"
65143,female,19.4,"3,4,2,5,1","2,3,1,4,5","1,3,2,5,4","5,3,4,2,1","2,3,1,4,5","2,3,4,1,5"
65135,male,22.7,"2,3,4,1,5","2,3,1,4,5","2,1,3,4,5","4,5,3,2,1","3,4,5,2,1","5,4,3,2,1"
65184,female,15.0,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,1,2,3,4","3,2,1,4,5","2,3,1,4,5"
65180,female,14.8,"3,2,4,5,1","3,2,4,1,5","2,1,3,4,5","3,2,1,4,5","3,2,4,1,5","3,2,1,4,5"
65174,male,15.5,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","1,2,4,3,5","1,2,3,4,5","1,2,3,4,5"
62535,male,26.3,"2,3,1,4,5","2,1,3,4,5","1,2,3,4,5","4,3,2,5,1","3,2,1,4,5","3,4,2,5,1"
65195,female,17.3,"3,1,2,4,5","2,3,1,4,5","2,1,3,4,5","4,5,3,2,1","3,4,2,1,5","3,4,2,5,1"
65188,female,16.1,"1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","3,4,1,2,5","3,2,1,4,5","3,2,4,1,5"
65198,female,14.1,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,2,1,4,3","3,5,4,2,1","4,5,2,1,3"
65190,female,18.5,"1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","2,3,1,4,5","2,1,3,4,5","2,3,5,4,1"
65183,female,15.0,"3,2,4,1,5","2,3,1,4,5","2,1,3,4,5","3,2,5,1,4","3,2,1,4,5","2,4,1,3,5"
65205,female,20.7,"2,4,1,3,5","2,3,1,4,5","2,1,3,4,5","2,3,1,5,4","2,3,1,4,5","5,4,2,3,1"
63635,female,27.4,"2,1,3,4,5","2,3,1,4,5","2,1,3,4,5","4,3,2,5,1","2,3,5,1,4","3,2,4,1,5"
65206,female,20.0,"2,3,1,4,5","2,1,3,4,5","2,3,1,4,5","4,5,3,2,1","2,3,4,1,5","3,4,2,5,1"
65207,male,14.4,"1,2,4,3,5","2,3,1,4,5","1,2,3,5,4","3,5,2,4,1","4,2,3,1,5","4,5,3,1,2"
65210,female,23.7,"1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","3,2,1,4,5","4,5,3,2,1"
65204,female,25.1,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","2,3,1,4,5"
65202,female,17.1,"5,4,3,2,1","5,3,4,2,1","5,4,3,2,1","1,2,5,3,4","5,4,3,1,2","1,5,2,4,3"
65213,male,24.6,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
65202,female,17.1,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","2,5,4,3,1","2,1,3,5,4","4,3,2,5,1"
65212,female,26.7,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,3,5,2,1","2,1,3,4,5","3,4,2,1,5"
65209,female,20.5,"5,1,3,4,2","3,5,1,2,4","1,2,3,4,5","1,5,3,2,4","5,2,1,4,3","4,3,1,2,5"
65220,female,15.6,"2,3,4,1,5","1,2,3,4,5","2,1,3,4,5","5,3,4,2,1","3,2,4,1,5","4,5,3,2,1"
65196,female,19.9,"1,2,3,4,5","2,3,1,4,5","2,1,3,4,5","2,1,3,4,5","2,3,1,4,5","2,3,1,4,5"
65209,female,20.5,"3,2,4,1,5","2,1,3,4,5","1,2,3,4,5","4,5,3,2,1","3,2,4,1,5","3,4,2,5,1"
65222,female,16.0,"1,2,3,4,5","1,3,2,4,5","1,2,3,4,5","5,4,3,2,1","2,3,4,1,5","3,4,2,5,1"
65227,male,25.4,"2,3,1,4,5","2,1,3,4,5","2,1,4,3,5","4,3,2,5,1","3,2,4,1,5","3,4,2,1,5"
65210,female,23.7,"1,3,4,2,5","2,3,1,4,5","2,3,1,4,5","2,3,4,1,5","4,2,3,1,5","4,5,3,2,1"
65235,female,18.5,"2,1,5,4,3","2,4,5,1,3","1,2,3,5,4","4,1,2,3,5","3,1,2,4,5","3,2,5,1,4"
65226,male,22.2,"3,2,1,5,4","2,1,3,4,5","1,2,3,4,5","4,3,5,1,2","4,3,2,5,1","3,5,4,2,1"
65237,male,24.6,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
65241,male,28.3,"1,2,3,4,5","2,1,3,4,5","1,3,2,4,5","1,2,3,4,5","1,2,3,5,4","5,4,3,2,1"
65232,female,15.5,"1,3,2,4,5","2,1,3,4,5","1,2,3,4,5","3,4,2,5,1","3,2,4,1,5","3,2,4,1,5"
62486,male,26.8,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","1,2,3,5,4","1,2,3,5,4","1,2,3,4,5"
65230,female,23.3,"2,3,4,1,5","1,2,3,4,5","2,3,1,4,5","3,4,2,1,5","3,2,4,1,5","3,4,2,1,5"
65247,female,13.7,"2,4,3,1,5","2,3,1,4,5","3,2,1,4,5","2,1,3,4,5","2,1,3,4,5","2,1,3,4,5"
65251,female,17.8,"2,3,4,5,1","2,1,3,4,5","1,2,3,4,5","5,3,1,2,4","2,3,1,4,5","3,2,4,1,5"
65245,female,18.7,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,5,3,1,2","4,3,2,1,5","3,1,4,5,2"
65245,female,18.7,"1,2,3,4,5","1,2,3,5,4","1,2,3,4,5","3,5,2,4,1","4,1,3,2,5","5,4,3,2,1"
65259,female,21.0,"2,1,3,4,5","2,1,3,4,5","2,1,3,4,5","3,4,1,2,5","2,1,3,4,5","3,1,2,4,5"
65265,male,20.8,"1,3,5,4,2","2,1,3,4,5","1,2,3,4,5","3,1,2,5,4","4,2,1,3,5","4,5,3,2,1"
65275,male,17.8,"2,3,1,4,5","1,2,3,4,5","2,1,3,4,5","4,5,3,2,1","1,2,3,4,5","5,4,2,3,1"
65273,female,17.2,"3,1,2,4,5","2,3,4,1,5","4,3,1,2,5","2,3,4,1,5","3,2,4,1,5","2,1,3,4,5"
65272,male,35.3,"2,3,1,4,5","2,3,4,1,5","1,2,3,4,5","5,3,4,1,2","3,2,4,5,1","4,3,2,5,1"
65276,female,22.8,"1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","3,1,2,4,5","3,2,1,4,5","3,4,2,1,5"
65277,female,14.7,"2,1,3,4,5","2,3,1,4,5","1,2,3,4,5","3,2,4,1,5","2,3,4,1,5","3,2,1,5,4"
65281,female,16.4,"3,2,4,1,5","2,3,1,4,5","2,3,4,1,5","4,5,3,2,1","2,3,1,4,5","3,4,2,5,1"
65285,male,35.1,"2,3,1,4,5","3,1,2,4,5","1,2,3,4,5","4,3,1,5,2","4,3,2,1,5","3,4,2,5,1"
65286,female,26.6,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,5,3,2,1","3,2,1,4,5","4,3,2,1,5"
65294,female,14.3,"2,5,3,4,1","3,2,4,1,5","2,3,1,4,5","1,4,2,3,5","2,3,1,4,5","2,3,1,4,5"
65303,male,17.5,"4,3,1,2,5","2,1,3,4,5","2,1,3,4,5","4,3,5,2,1","2,1,3,5,4","2,3,1,5,4"
65300,male,44.9,"1,2,3,4,5","2,3,1,4,5","2,1,3,4,5","5,3,4,2,1","4,5,3,2,1","5,4,3,2,1"
65312,female,27.1,"2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","4,5,3,2,1","1,2,3,4,5","2,3,1,4,5"
65310,female,19.0,"2,1,3,4,5","1,3,2,4,5","3,2,1,4,5","5,4,3,2,1","3,2,4,1,5","5,4,3,2,1"
65314,female,29.2,"2,3,1,4,5","2,1,3,4,5","2,1,3,4,5","2,3,1,4,5","2,1,3,4,5","3,2,1,4,5"
65322,male,32.8,"2,3,1,4,5","1,2,3,4,5","2,1,3,4,5","2,4,1,5,3","3,2,4,1,5","3,2,4,1,5"
65326,female,18.4,"1,2,4,3,5","1,2,3,4,5","1,2,3,4,5","1,3,2,4,5","2,1,3,4,5","2,1,3,4,5"
65324,female,18.3,"2,1,5,4,3","2,3,1,5,4","3,2,4,1,5","3,1,4,5,2","3,4,2,5,1","1,5,2,4,3"
65327,female,28.7,"5,3,4,1,2","5,3,1,4,2","5,1,4,3,2","1,5,2,3,4","5,1,4,3,2","1,2,5,4,3"
65336,female,22.9,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","1,2,3,4,5"
65337,female,14.3,"3,4,5,2,1","2,1,3,4,5","1,2,3,4,5","5,4,3,2,1","4,5,3,2,1","4,5,3,2,1"
65325,female,20.3,"2,3,1,4,5","2,3,1,4,5","2,3,1,4,5","4,3,5,2,1","3,4,2,5,1","4,3,2,1,5"
65339,male,24.9,"1,2,3,4,5","2,3,1,4,5","3,1,2,4,5","4,5,3,2,1","4,3,2,1,5","3,4,2,5,1"
65344,male,27.1,"2,3,1,5,4","2,3,1,4,5","2,3,1,4,5","5,4,1,3,2","2,3,4,1,5","2,3,1,4,5"
65352,male,25.0,"2,1,3,4,5","2,1,3,4,5","2,1,3,4,5","4,3,5,2,1","2,1,3,4,5","2,1,3,4,5"
65357,female,22.2,"2,3,1,4,5","3,4,1,2,5","1,2,3,4,5","3,5,4,2,1","2,1,3,4,5","4,3,2,1,5"
65358,male,21.1,"4,3,2,1,5","5,1,2,4,3","2,3,4,1,5","3,5,4,2,1","3,2,4,5,1","4,2,3,5,1"
62428,male,18.9,"1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","1,3,2,4,5","2,1,3,4,5","2,3,1,5,4"
65366,female,18.8,"1,3,2,4,5","3,1,2,4,5","2,3,1,4,5","3,1,2,4,5","2,3,4,1,5","2,3,4,1,5"
65370,female,17.5,"1,2,3,5,4","2,1,3,4,5","1,2,3,4,5","3,1,2,4,5","2,1,3,4,5","2,1,3,4,5"
65378,male,50.6,"3,4,5,1,2","3,4,2,5,1","4,3,5,2,1","3,4,5,2,1","4,3,5,2,1","4,3,5,2,1"
65381,female,22.3,"2,1,3,4,5","2,1,3,4,5","1,2,3,4,5","2,1,4,3,5","2,1,3,4,5","1,2,3,4,5"
65373,male,39.0,"4,2,3,5,1","2,3,1,4,5","2,1,3,4,5","4,3,1,5,2","2,3,1,4,5","2,4,1,3,5"
65386,male,51.2,"3,4,2,1,5","1,2,3,4,5","1,2,3,4,5","4,3,2,1,5","3,2,1,4,5","3,2,4,5,1"
65398,male,16.8,"4,5,1,3,2","4,2,1,5,3","1,5,2,4,3","3,2,5,1,4","1,3,2,4,5","5,4,3,1,2"
64863,female,18.9,"2,1,3,4,5","2,1,3,4,5","1,2,3,4,5","3,4,1,5,2","1,2,3,4,5","2,3,1,4,5"
64768,male,49.7,"4,2,3,1,5","2,3,1,4,5","1,2,3,4,5","1,3,2,5,4","3,2,1,4,5","3,2,1,4,5"
65406,male,20.0,"2,3,1,4,5","2,3,1,4,5","3,2,1,4,5","4,3,2,1,5","2,3,1,4,5","2,1,3,4,5"
65394,male,60.9,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,4,2,3,5","1,2,3,4,5","1,2,3,4,5"
65413,female,15.9,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,5,1,3,2","1,2,3,4,5","3,4,2,1,5"
