user_id,date,Op1,Ne1,Ne2,Op2,Ex1,Ex2,Co1,Co2,Ne3,Ag1,Ag2,Ne4,Ex3,Co3,Op3,Ex4,Op4,Ex5,Ag3,Co4,Co5,Ne5,Op5,Ag4,Op6,Co6,Ex6,Ne6,Co7,Ag5,Co8,Ex7,Ne7,Co9,Op7,Ne8,Ag6,Ag7,Co10,Ex8,Ex9
48144,2006-10-28,6,6,6,6,0,2,1,2,5,5,1,6,3,4,6,0,6,5,1,6,3,5,6,3,6,6,1,6,5,1,0,0,5,3,6,6,1,1,4,0,6
48146,2006-10-28,2,2,6,6,3,3,5,5,1,5,5,1,2,5,6,3,0,3,5,5,5,1,5,5,5,5,3,1,5,5,5,5,3,5,6,3,5,3,5,3,5
48153,2006-10-28,5,4,3,5,2,4,3,5,1,5,5,2,2,5,5,5,5,2,5,4,3,3,3,5,5,6,2,1,3,4,3,3,2,3,5,2,6,5,5,4,3
48160,2006-10-28,6,1,0,6,5,1,5,4,0,5,3,4,1,5,5,6,4,6,5,1,2,1,6,5,5,5,5,0,2,5,3,5,1,2,5,4,5,6,2,6,4
48170,2006-10-28,5,5,6,6,2,5,2,6,0,6,3,2,4,3,6,1,5,3,6,1,0,5,6,6,1,6,1,1,0,3,3,2,3,3,6,3,3,5,2,4,2
48174,2006-10-28,6,5,4,6,2,3,1,1,1,5,3,3,5,3,4,1,5,2,4,2,1,1,5,6,6,4,5,1,2,2,1,3,3,1,6,4,4,3,1,3,3
48175,2006-10-28,6,6,6,5,3,4,1,1,4,2,2,6,4,3,6,3,6,6,2,3,1,6,5,1,5,5,3,4,1,2,1,6,5,1,4,5,2,1,3,3,6
48176,2006-10-28,5,3,3,6,4,5,6,6,5,6,6,4,5,4,4,5,1,4,3,5,6,4,3,6,5,6,5,0,4,5,5,5,1,4,6,3,4,5,4,6,1
48181,2006-10-28,6,3,4,6,3,6,5,5,3,6,,3,1,3,6,4,6,5,5,6,5,3,6,6,6,6,2,3,5,5,5,2,3,5,6,3,6,6,5,5,5
48188,2006-10-28,5,2,1,4,2,2,3,3,3,6,4,4,2,3,5,2,5,2,3,4,1,4,4,6,4,4,2,4,3,4,2,3,4,3,4,4,4,3,2,2,3
48193,2006-10-28,6,3,3,6,1,3,6,5,3,5,6,2,1,5,0,3,6,3,4,5,4,0,6,4,0,6,2,3,6,6,3,2,1,5,6,3,6,5,5,3,2
48196,2006-10-28,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48198,2006-10-28,6,3,3,5,4,5,2,1,2,4,4,3,5,3,4,3,6,4,4,2,3,2,4,5,5,2,4,2,2,5,2,6,3,4,5,3,,4,3,5,5
48203,2006-10-28,6,3,5,0,1,3,4,3,1,1,3,5,3,6,3,0,0,3,1,6,3,0,5,6,0,3,3,0,3,3,0,3,3,5,3,3,3,4,3,0,6
48204,2006-10-28,6,0,6,0,0,0,0,0,0,0,6,6,6,0,6,0,0,0,0,6,6,0,6,0,6,0,6,6,6,6,0,6,0,6,6,0,6,0,6,0,6
48215,2006-10-28,6,3,3,6,3,5,6,6,2,4,3,6,4,5,2,6,6,5,4,3,3,6,5,4,5,5,2,2,0,4,3,1,5,5,6,5,3,4,5,5,6
48221,2006-10-28,4,4,5,6,5,5,3,5,2,6,5,2,5,5,2,6,3,5,3,0,3,2,5,5,5,6,6,5,5,2,5,6,4,2,6,3,4,3,4,5,5
48243,2006-10-29,3,6,4,5,1,1,2,1,4,5,3,5,0,5,3,2,3,2,4,3,2,5,5,5,4,5,1,4,2,2,2,3,5,5,5,5,5,4,5,2,3
48246,2006-10-29,6,3,5,6,5,4,4,2,3,3,1,3,5,3,5,4,6,4,2,2,2,2,5,2,6,4,5,2,2,4,0,4,3,3,6,3,3,3,3,4,5
48250,2006-10-29,5,1,2,4,1,2,3,2,4,4,4,3,2,2,5,1,5,1,4,3,2,1,6,4,4,4,2,4,1,5,2,2,3,3,5,3,5,4,5,1,2
48267,2006-10-29,5,4,1,6,0,0,3,4,3,5,6,3,0,3,6,1,5,3,5,3,0,3,6,5,6,5,1,1,1,3,5,1,5,4,6,3,2,4,5,1,0
48272,2006-10-29,6,4,5,6,2,3,3,4,3,5,4,5,1,5,5,4,6,3,5,3,3,4,4,4,6,6,1,3,3,4,3,4,4,5,6,5,5,4,4,3,4
48277,2006-10-29,6,5,5,6,2,1,3,1,3,5,4,5,1,2,6,1,6,2,3,4,3,4,5,5,5,6,1,2,2,4,4,1,4,6,6,5,5,3,2,2,3
48279,2006-10-29,1,4,1,4,2,3,2,4,3,2,4,2,3,4,3,4,1,3,3,5,2,3,2,2,0,3,2,3,2,2,3,2,3,5,0,4,5,2,4,3,5
48281,2006-10-29,6,1,3,6,4,5,3,4,1,4,4,4,5,4,4,5,5,4,5,3,3,2,5,4,6,3,5,1,2,4,1,5,2,5,5,1,5,3,5,3,4
48284,2006-10-29,6,4,4,6,2,5,4,3,5,5,6,5,1,3,6,4,6,5,5,4,3,2,4,4,6,4,4,4,2,6,4,1,5,5,6,5,6,5,5,2,3
48292,2006-10-29,3,3,1,3,2,4,1,2,4,5,2,2,6,2,6,2,3,4,3,1,1,0,6,6,3,5,4,4,1,3,1,4,1,4,6,2,5,6,3,6,5
48306,2006-10-29,4,3,5,4,1,2,3,1,4,5,2,5,1,2,4,1,5,1,4,1,1,4,4,4,5,4,3,4,1,5,0,4,2,5,4,3,5,4,1,2,4
48307,2006-10-29,6,1,6,5,2,2,3,4,4,5,3,6,3,3,6,0,5,1,2,4,1,3,5,3,5,5,1,5,2,2,1,2,5,5,6,6,2,1,3,1,4
48308,2006-10-29,6,3,3,3,4,4,4,4,3,6,3,2,1,4,3,5,4,4,4,4,3,2,5,5,1,4,3,2,3,3,4,5,4,4,2,4,5,4,4,4,3
48315,2006-10-29,6,1,3,3,0,1,2,1,0,6,4,1,2,1,3,1,4,2,4,1,1,2,6,2,3,3,1,2,1,5,1,3,1,2,3,2,5,4,2,2,4
48333,2006-10-29,6,5,2,4,2,2,4,2,2,4,5,4,3,4,6,4,6,3,5,3,2,0,5,6,4,1,3,2,1,6,4,4,3,5,5,4,5,3,5,2,4
48336,2006-10-29,4,2,2,4,4,6,4,5,0,6,5,5,5,5,2,5,2,5,2,5,5,0,3,3,4,5,1,1,5,5,2,5,1,5,3,1,6,4,5,6,4
48338,2006-10-29,6,4,5,5,1,3,4,2,4,5,6,5,0,2,6,2,5,5,3,1,1,5,3,5,5,6,0,4,1,6,1,1,5,3,5,5,6,5,2,3,1
48344,2006-10-29,3,1,1,5,5,5,1,2,0,5,2,1,5,2,5,2,3,6,6,1,1,1,4,3,3,3,5,1,1,5,1,5,2,3,5,1,5,3,1,5,3
48355,2006-11-11,3,1,4,3,3,1,2,3,1,5,5,0,1,5,3,4,3,3,3,2,1,1,3,6,1,4,1,1,2,3,0,1,0,3,4,0,5,5,5,4,1
48357,2006-10-29,6,3,3,6,2,4,2,4,1,5,5,4,2,2,3,5,6,5,5,4,2,3,3,3,6,3,3,1,2,5,2,3,2,4,6,2,5,5,2,4,4
48359,2006-10-29,6,4,1,2,2,2,5,4,2,5,2,3,0,4,4,3,6,2,3,5,4,5,2,5,2,6,4,2,4,5,1,3,1,5,4,2,6,4,5,3,4
48364,2006-10-29,2,5,6,3,4,6,5,3,5,6,3,4,4,5,3,6,1,6,2,3,1,0,2,5,6,5,5,2,2,4,5,6,4,5,6,4,3,6,5,5,0
48366,2006-10-29,6,5,2,5,0,2,3,3,5,5,5,6,1,1,5,2,5,1,3,3,3,1,5,6,5,3,0,5,2,4,0,1,6,4,5,5,6,3,5,3,3
48368,2006-10-29,3,1,5,5,3,4,2,1,1,4,2,2,6,4,0,2,6,4,4,6,5,0,6,3,4,2,6,2,2,2,2,6,2,,5,1,2,3,4,4,6
48372,2006-10-30,6,4,4,5,3,4,2,4,5,3,1,6,3,4,6,2,6,3,4,1,4,1,6,5,5,5,2,4,1,3,1,2,4,4,5,5,3,2,4,3,1
48375,2006-10-30,6,2,3,5,0,2,4,4,2,5,6,3,1,3,6,0,6,1,4,3,3,1,3,3,5,4,0,4,2,5,3,0,3,4,5,3,6,4,3,1,1
48377,2006-10-30,6,6,3,6,0,4,4,2,5,4,1,5,1,1,5,3,6,5,3,1,0,5,6,6,6,2,1,5,0,1,3,1,5,4,6,6,6,0,1,1,1
48385,2006-10-30,3,3,3,3,3,3,3,3,2,6,4,3,3,4,3,5,4,4,4,4,3,5,2,5,1,5,4,4,5,3,4,3,3,2,4,3,4,4,4,3,4
48390,2006-10-30,6,6,6,6,0,3,5,,4,4,6,6,5,4,6,3,6,4,5,1,2,0,6,1,5,5,2,3,0,4,0,3,5,3,6,5,6,3,6,3,6
48394,2006-10-30,6,4,5,6,5,5,5,5,2,6,5,6,1,5,4,5,6,5,6,4,4,6,5,3,6,6,3,3,4,5,5,4,4,5,6,5,4,6,3,5,4
48399,2006-10-30,4,5,3,5,0,0,2,1,3,3,4,6,1,2,5,0,3,0,0,5,4,1,1,2,0,5,2,6,1,6,1,2,4,6,1,4,6,0,2,1,2
48425,2006-10-30,6,3,5,3,5,4,3,2,1,5,5,3,5,3,5,4,6,4,3,3,3,5,5,3,6,3,6,2,2,2,2,5,2,2,5,2,4,4,3,4,6
48442,2006-10-31,4,3,2,3,1,2,3,4,4,4,4,4,2,3,3,2,5,1,3,1,2,2,4,2,2,2,2,4,2,4,2,1,2,3,3,3,6,3,2,2,2
48443,2006-10-30,5,1,6,4,0,1,4,2,4,4,2,5,0,4,3,4,4,1,3,2,1,3,4,4,1,4,2,6,1,4,2,4,5,2,4,4,5,2,1,2,2
48447,2006-10-30,6,6,6,5,2,4,1,2,5,2,1,5,2,2,2,4,6,2,4,1,0,5,5,5,3,4,1,4,1,4,1,4,5,1,5,5,4,3,1,2,4
48474,2006-10-30,5,,4,,,,,,2,,,,,,,,,5,,,,,,,4,,4,,,,,,,,,2,,,,2,5
48503,2006-10-30,0,2,5,4,1,3,5,5,3,4,3,4,2,5,2,1,0,2,2,2,3,1,3,2,5,5,4,4,1,3,3,2,2,4,4,5,3,2,5,1,3
48507,2006-10-30,5,3,2,1,4,3,3,3,1,5,4,3,4,4,5,5,1,4,4,1,3,1,3,4,5,3,3,3,4,4,2,5,2,5,3,1,5,3,4,5,2
48515,2006-10-30,5,3,6,6,1,4,5,4,5,6,5,6,1,3,3,4,5,3,1,6,2,5,5,2,6,6,2,6,3,6,4,2,6,6,6,6,6,5,6,0,3
48516,2006-10-30,6,3,5,5,5,4,3,4,2,4,2,3,5,4,5,5,6,4,4,4,2,4,6,3,5,5,6,2,4,4,3,5,2,4,5,2,3,2,4,5,5
48517,2006-10-30,6,3,5,4,5,5,4,3,1,5,4,5,5,4,2,5,4,5,4,5,3,1,5,6,5,4,6,5,3,4,1,6,1,6,5,1,4,4,5,5,5
48521,2006-10-30,5,4,3,5,3,3,3,3,5,4,4,3,3,3,5,2,5,2,3,1,1,5,5,4,5,3,3,4,2,3,2,3,3,3,6,4,3,4,3,3,3
48524,2006-10-30,6,3,4,4,3,5,1,6,4,4,5,1,4,5,6,5,5,4,5,5,2,1,5,5,5,6,3,5,1,3,3,4,0,5,6,1,6,5,3,5,3
48532,2006-10-31,2,5,3,6,5,5,4,3,1,1,4,5,6,4,6,5,4,5,1,1,1,1,6,1,6,5,6,2,2,1,0,6,4,1,6,4,2,1,2,6,6
48539,2006-10-31,6,3,5,5,5,3,2,3,3,2,3,5,5,4,6,4,6,4,2,2,3,2,5,4,6,3,4,3,1,2,4,5,3,4,6,5,1,3,5,3,5
48545,2006-10-31,5,4,5,5,4,4,3,4,5,4,5,5,5,4,6,4,5,5,3,4,0,5,4,4,5,4,4,1,2,2,1,5,5,3,6,5,5,2,4,3,5
48556,2006-10-31,3,3,4,3,3,1,3,3,0,6,6,3,2,3,3,3,3,3,1,2,6,4,1,6,3,3,6,2,3,5,6,1,1,6,4,3,6,5,3,4,3
48579,2006-10-31,6,4,1,6,0,2,4,4,5,5,2,3,0,5,3,4,5,4,4,1,4,4,6,5,4,4,1,4,1,5,4,2,3,4,6,3,5,5,4,3,1
48586,2006-10-31,6,4,4,2,0,4,5,4,1,5,2,1,1,5,3,4,0,4,4,2,1,5,5,5,2,5,1,3,1,1,3,1,2,4,0,3,4,5,4,1,4
48595,2006-10-31,4,3,6,2,3,2,1,6,5,4,5,3,3,4,2,4,3,2,3,5,2,3,4,4,4,2,3,0,3,3,3,1,3,3,1,4,4,2,4,5,4
48600,2006-10-31,4,3,3,1,1,2,4,2,2,3,5,3,3,3,5,1,4,3,3,3,4,1,5,2,4,3,4,1,3,4,2,4,4,5,5,3,5,2,4,3,4
48601,2006-10-31,3,1,3,5,5,5,5,5,0,6,6,1,3,5,4,5,3,5,5,5,5,1,5,5,4,5,5,1,5,1,5,5,1,5,4,1,6,5,5,5,5
48603,2006-10-31,1,2,2,5,3,5,3,4,1,5,2,3,4,4,2,5,1,4,1,5,5,1,5,4,6,4,5,2,5,3,4,4,2,5,5,2,2,5,5,5,4
48615,2006-10-31,5,4,4,5,3,5,5,5,1,4,6,2,6,5,6,4,5,4,5,5,4,4,6,5,6,4,2,2,3,5,4,6,1,6,5,3,3,4,6,4,6
48618,2006-10-31,1,1,6,5,0,2,4,2,5,6,5,2,1,2,5,0,0,0,2,5,1,3,5,6,6,6,2,6,1,3,0,4,5,5,6,3,3,4,2,1,5
48620,2006-10-31,6,1,1,1,5,3,1,1,3,5,6,3,1,1,3,4,0,5,4,1,3,4,5,6,3,3,3,2,1,3,4,1,3,3,3,3,5,4,3,2,3
48621,2006-10-31,6,1,3,5,3,5,3,1,1,6,6,4,1,3,6,5,3,5,5,1,1,5,5,6,3,5,4,1,1,3,1,5,1,5,6,2,2,4,5,5,5
48639,2006-10-31,6,4,5,2,1,1,4,4,5,5,3,1,0,4,3,1,0,1,1,2,3,5,4,4,5,5,1,5,3,6,4,2,4,2,3,5,3,4,4,2,1
48646,2006-10-31,6,3,4,5,1,1,4,1,5,3,5,5,,2,6,1,6,3,4,1,0,3,6,3,5,2,0,4,1,6,2,1,5,2,6,6,6,3,1,1,1
48650,2006-10-31,6,3,1,5,2,4,4,2,1,5,5,4,1,5,5,2,6,4,1,2,2,1,5,5,5,4,2,3,5,5,4,2,4,4,6,3,4,4,4,2,2
48658,2006-10-31,6,0,1,6,3,6,5,1,1,6,6,1,1,2,6,3,6,5,5,6,3,0,6,6,6,6,1,3,3,6,2,3,1,0,6,5,3,5,3,3,6
48660,2006-10-31,6,1,2,6,0,0,2,5,4,5,5,2,1,5,6,2,6,0,4,2,2,1,5,6,6,4,1,2,2,5,5,1,2,4,6,4,5,4,5,2,2
48663,2006-11-01,6,4,3,2,3,4,4,3,2,3,2,6,3,4,1,2,3,3,3,2,4,1,5,4,1,5,3,2,1,3,4,4,5,2,4,6,2,1,4,4,4
48664,2006-11-01,3,5,5,5,4,3,4,2,5,4,5,5,0,2,5,3,5,4,1,3,1,5,4,5,5,4,0,5,0,3,3,5,6,3,5,6,5,3,3,1,5
48673,2006-11-01,6,4,1,6,1,4,3,5,2,5,5,3,1,4,4,2,6,2,4,2,1,1,4,5,6,4,2,1,2,6,1,2,1,2,5,2,5,4,2,4,2
48688,2006-11-01,4,4,2,4,0,5,4,2,1,5,6,4,1,3,3,6,1,4,5,4,1,2,5,5,4,5,2,1,4,5,1,3,4,4,1,4,6,4,3,4,5
48696,2006-11-01,6,4,4,5,3,4,2,5,1,5,5,3,4,4,3,5,5,3,3,4,3,2,5,2,5,5,4,1,2,3,5,5,2,4,6,4,3,2,4,5,5
48699,2006-11-01,5,4,5,6,5,6,3,5,1,5,5,4,5,5,6,6,4,6,6,6,2,5,5,4,6,5,4,3,2,4,2,5,2,4,6,2,3,5,5,5,6
48730,2006-11-01,6,4,3,3,0,1,5,5,3,5,4,3,1,5,5,0,1,3,3,2,5,1,1,4,1,5,0,3,3,3,3,1,4,3,4,3,3,1,3,1,1
48734,2006-11-01,3,4,1,4,3,2,2,3,3,5,5,4,2,3,5,3,3,2,4,2,1,2,5,5,4,2,1,4,1,5,1,3,2,3,5,3,4,5,5,3,1
48752,2006-11-01,0,2,1,3,4,4,3,3,4,5,2,4,4,3,3,6,0,2,2,6,5,2,5,5,3,2,4,1,1,4,4,4,1,4,2,2,1,1,2,3,4
48758,2006-11-01,6,2,3,2,1,5,2,4,1,5,6,4,4,5,5,4,3,4,5,3,2,4,5,5,5,3,2,1,2,3,4,4,2,3,4,4,5,3,5,5,5
48761,2006-11-01,4,1,1,3,0,5,5,1,1,5,6,3,2,4,1,1,4,4,2,6,5,1,6,2,0,5,3,1,5,5,1,2,4,1,3,3,3,6,6,5,4
48767,2006-11-01,6,5,6,6,3,3,3,4,3,6,4,4,0,3,6,0,6,0,2,3,1,6,3,4,2,3,2,2,0,5,1,2,4,2,6,4,2,0,3,2,4
48768,2006-11-01,5,5,4,4,2,4,4,4,2,6,1,5,4,5,6,3,3,4,3,2,3,4,6,5,5,6,2,2,5,3,1,5,2,2,5,1,6,5,6,3,5
48774,2006-11-01,6,3,4,0,2,2,1,1,2,4,4,4,3,2,6,2,6,3,5,0,2,2,6,4,0,1,3,2,1,3,0,2,2,2,0,2,5,3,1,3,2
48776,2006-11-01,3,1,3,4,3,5,4,5,2,4,4,4,2,5,3,5,3,4,5,3,4,3,5,4,4,6,5,2,3,5,3,5,1,3,1,2,6,4,5,5,5
48783,2006-11-01,6,4,2,6,3,2,4,2,1,5,6,5,2,3,5,4,6,2,5,4,4,1,6,2,6,6,4,2,3,5,3,2,2,5,6,4,5,2,6,2,5
48794,2006-11-01,6,6,3,6,1,0,0,0,5,0,4,4,6,0,2,1,1,0,3,4,4,6,6,5,1,1,4,3,0,3,1,0,5,6,6,4,2,1,3,0,6
48799,2006-11-01,6,3,6,3,4,2,3,4,4,5,5,5,2,4,5,3,6,1,3,3,4,4,6,5,5,4,2,4,2,5,4,6,4,4,4,4,5,2,4,3,4
48804,2006-11-06,6,4,3,5,5,5,3,3,2,5,2,2,4,4,5,4,5,5,5,2,2,2,3,5,6,6,4,2,3,6,2,5,2,3,6,2,3,2,3,4,5
48816,2006-11-02,3,0,4,3,0,2,4,4,4,3,2,5,2,4,5,4,0,3,2,6,4,2,5,4,4,5,2,2,6,3,3,4,3,4,3,0,4,2,3,4,3
48819,2006-11-02,3,3,2,6,4,5,2,3,4,5,5,4,3,3,0,6,2,4,5,1,2,1,5,6,6,3,4,3,2,5,3,5,4,1,6,4,5,5,6,6,5
48820,2006-11-02,6,1,3,5,1,1,4,5,3,4,4,4,2,5,5,1,6,1,4,4,3,3,4,4,5,4,1,4,2,4,3,1,2,6,5,2,6,2,5,1,2
48825,2006-11-02,6,1,2,5,1,2,5,5,2,5,6,3,1,5,5,3,6,4,6,3,5,3,6,5,6,5,1,2,4,6,2,3,1,,6,3,6,4,5,2,4
48834,2006-11-02,5,1,2,6,4,4,4,3,0,5,6,2,2,5,6,5,4,3,5,4,2,2,6,5,6,4,2,2,2,5,3,2,1,3,6,2,6,5,5,4,2
48844,2006-11-02,3,3,0,5,5,4,3,5,1,6,5,3,3,5,3,5,3,3,4,5,4,1,3,5,5,5,3,2,5,5,3,3,1,5,5,3,3,6,5,6,4
48861,2008-11-12,5,3,5,4,4,4,2,3,4,5,3,5,3,4,4,4,5,6,4,1,1,5,5,4,4,2,5,2,1,3,3,5,2,3,5,4,2,4,2,3,6
48862,2006-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48863,2006-11-02,6,5,3,6,4,2,6,1,1,2,4,4,4,4,6,3,5,4,4,1,1,3,4,5,6,5,4,2,2,3,2,6,4,3,6,5,5,3,3,4,5
48864,2006-11-02,3,1,1,4,0,3,5,5,1,6,6,1,2,5,5,5,3,3,6,3,4,0,2,6,6,6,3,2,4,6,5,2,1,5,6,1,6,5,5,4,3
48869,2006-11-02,3,3,2,3,3,6,3,3,3,4,2,3,3,3,3,3,4,3,3,3,2,,3,4,3,5,3,0,2,3,3,3,4,3,3,4,3,3,3,3,2
48883,2006-11-05,1,2,3,4,0,5,4,5,0,5,6,1,4,5,3,3,3,3,3,1,5,3,4,6,4,5,3,0,5,6,5,3,,3,3,1,6,5,3,3,4
48888,2006-11-02,5,4,2,5,5,5,3,1,1,4,1,4,5,3,5,5,5,6,4,2,1,4,5,2,5,5,5,1,2,3,1,5,3,2,5,4,3,4,3,5,5
48907,2006-11-02,5,1,4,6,6,5,2,4,1,5,3,4,0,3,4,6,6,5,4,2,2,4,6,5,4,5,6,1,1,6,0,0,2,4,5,1,5,3,4,5,6
48943,2006-11-02,3,5,4,0,4,0,4,5,5,6,5,5,1,6,4,1,3,0,2,3,4,6,1,4,6,6,1,5,3,6,4,3,5,6,0,5,6,5,6,4,2
48956,2006-11-02,6,1,5,5,3,4,3,5,3,6,4,2,4,4,5,5,6,5,4,4,3,3,6,5,4,5,4,2,3,5,2,5,3,4,5,2,5,4,4,4,5
48967,2006-11-02,0,3,4,5,3,6,5,3,5,3,2,5,6,5,5,5,0,6,5,2,2,1,6,4,5,5,5,4,2,2,1,6,3,2,4,3,2,2,3,4,6
48973,2006-11-02,3,1,3,4,1,5,1,6,3,6,4,2,0,6,3,4,3,3,5,2,3,5,5,5,4,5,1,2,0,5,1,0,2,6,4,3,5,6,2,4,0
48976,2006-11-02,5,5,1,6,4,6,2,4,2,6,2,4,6,4,5,6,5,5,5,4,2,1,5,6,6,5,5,1,1,5,2,5,1,2,6,1,5,5,2,5,5
48977,2006-11-02,4,2,0,5,3,4,4,3,0,6,4,0,1,5,4,5,4,3,4,2,2,0,2,6,6,4,2,1,2,4,3,5,0,5,6,1,6,5,3,4,4
49004,2006-11-03,6,2,1,5,3,5,4,2,2,5,2,4,4,5,6,5,6,5,5,4,0,1,6,5,5,5,4,2,0,2,1,1,1,2,5,3,5,3,5,5,6
49006,2006-11-03,6,4,2,6,2,4,2,2,2,3,4,4,4,4,6,1,6,4,6,3,1,3,5,5,5,5,1,4,1,5,1,2,5,2,5,4,2,3,2,4,4
49009,2006-11-03,6,6,6,4,2,4,6,3,4,6,5,5,1,5,3,5,0,4,5,5,4,5,1,5,2,6,2,5,1,2,3,2,2,5,6,1,6,5,6,2,4
49020,2006-11-03,4,5,5,4,2,3,4,5,5,5,5,2,,5,4,3,4,3,3,5,4,6,2,3,4,4,2,5,2,3,2,3,4,3,5,3,5,4,4,4,4
49040,2006-11-03,4,6,2,6,3,6,4,6,5,6,0,6,2,5,6,4,5,4,1,2,4,2,4,4,6,5,2,4,1,1,4,4,5,6,6,5,1,0,5,4,4
49058,2006-11-03,6,3,3,6,5,5,4,5,2,5,5,4,5,4,5,6,6,6,5,2,3,1,5,5,6,4,4,2,3,4,1,4,3,3,6,3,5,4,4,4,5
49065,2006-11-03,3,2,4,3,3,1,2,3,1,4,5,2,3,5,5,4,3,3,3,4,3,1,1,2,4,,3,1,6,4,2,2,1,4,6,0,6,5,2,3,1
49073,2006-11-03,5,,,,,,2,,,,,,,,5,,4,3,,,,,,,6,,,,2,,1,,2,,,,,,,,
49090,2006-11-03,1,1,3,4,1,4,5,3,2,6,6,,1,4,4,3,0,3,4,3,2,2,3,5,4,6,2,1,5,3,4,3,1,5,4,1,5,4,5,3,4
49097,2006-11-03,5,1,2,2,4,4,4,4,0,5,5,1,1,5,5,5,5,4,5,1,5,2,5,5,1,6,2,1,5,5,5,3,1,5,3,1,6,4,4,3,4
49112,2006-11-04,6,5,5,2,2,4,3,3,6,5,3,5,5,3,3,3,6,4,4,1,1,2,5,4,1,,3,5,1,3,3,6,3,2,5,4,3,3,5,3,5
49122,2006-11-04,6,2,5,6,4,4,5,4,4,5,3,2,2,5,6,4,5,5,4,2,2,2,6,3,5,2,2,3,3,1,1,4,2,5,6,4,4,3,5,3,4
49129,2006-11-04,5,3,2,6,3,4,3,3,2,4,5,4,3,3,5,3,5,3,5,5,2,2,6,5,6,3,5,2,2,5,2,3,3,5,6,2,4,4,3,3,3
49134,2006-11-04,2,1,2,6,3,2,3,3,1,4,5,1,3,4,5,2,1,5,2,4,5,0,5,2,6,4,2,1,1,3,1,2,1,5,6,1,5,2,4,5,1
49138,2006-11-04,6,4,5,3,2,2,3,1,4,3,3,4,1,4,1,1,6,3,1,3,3,1,5,5,3,3,4,4,5,3,3,3,3,3,3,4,3,2,3,2,4
49148,2006-11-09,5,6,5,5,3,3,5,3,4,6,6,5,4,2,1,5,4,3,5,4,1,5,5,4,4,4,4,2,2,3,1,5,3,3,5,5,3,5,3,3,4
49172,2006-11-04,1,5,5,6,0,1,3,1,5,5,2,5,1,2,6,1,1,2,2,5,1,6,5,4,6,6,1,5,0,4,1,1,5,1,6,5,2,4,2,1,1
49180,2006-11-04,4,4,6,3,4,4,5,3,1,6,5,3,4,3,0,4,4,4,3,2,4,3,6,6,6,4,3,3,2,3,3,5,3,3,6,4,5,3,3,4,5
49184,2006-11-04,3,4,4,6,3,5,4,4,3,5,6,2,5,4,5,5,3,4,4,4,2,4,1,3,6,5,4,4,4,3,1,5,2,2,6,3,6,4,5,2,5
49194,2006-11-04,3,3,6,5,0,0,0,0,6,4,6,3,0,1,6,0,3,0,4,2,0,4,5,6,6,6,0,5,0,4,0,0,1,1,6,0,3,1,2,1,0
49214,2006-11-05,3,2,3,4,3,4,2,2,1,5,6,2,5,5,3,3,5,5,4,1,1,2,4,4,4,4,5,1,1,1,0,4,2,1,5,3,3,3,4,2,4
49225,2006-11-05,3,4,3,1,4,4,5,4,1,4,1,4,4,1,3,5,1,3,4,5,2,4,4,2,6,5,5,5,4,2,5,4,1,5,1,1,2,3,5,5,4
49231,2006-11-05,6,2,4,6,4,5,3,4,4,6,3,3,5,4,5,6,6,4,5,1,2,5,2,5,6,4,4,2,1,3,1,6,2,2,5,2,3,3,2,5,6
49238,2006-11-05,3,0,1,4,3,5,3,4,2,5,4,1,3,4,6,6,3,5,1,5,5,1,5,6,2,3,3,0,4,5,4,3,1,3,5,2,4,4,4,6,5
49241,2006-11-05,6,6,0,0,6,0,6,5,0,1,1,0,6,6,6,0,0,0,2,0,0,,1,0,0,6,,0,1,,3,0,0,5,0,6,6,6,6,0,0
49243,2006-11-05,5,5,4,6,5,6,5,4,1,5,1,0,3,5,5,6,4,5,5,5,5,0,1,6,5,6,5,1,5,3,5,4,1,6,6,0,6,5,5,5,5
49250,2006-11-05,3,4,2,5,2,3,3,2,4,4,2,4,1,3,5,2,4,2,5,2,1,2,5,5,4,4,1,4,1,3,2,1,4,1,5,4,4,5,2,3,1
49265,2006-11-05,5,0,1,6,4,5,3,4,0,5,5,1,5,4,5,4,5,5,3,4,5,1,6,6,5,2,5,0,4,5,2,3,1,5,5,1,5,4,5,4,4
49281,2006-11-05,6,1,0,6,6,6,6,6,0,6,6,1,5,6,6,6,6,6,6,6,6,0,5,6,5,6,6,1,6,6,6,6,1,6,6,1,6,6,6,6,6
49300,2006-11-05,6,6,0,6,4,4,3,4,5,5,5,,4,4,6,6,6,4,3,2,3,4,0,5,5,5,2,4,0,6,3,2,6,3,6,5,6,3,3,1,1
49306,2006-11-05,6,2,3,5,2,3,5,4,2,5,5,4,2,4,4,3,4,5,4,5,3,4,3,5,4,4,4,1,3,3,3,2,1,4,5,2,4,4,5,3,2
49307,2006-11-05,3,4,2,6,3,6,1,5,1,5,5,3,0,6,5,6,3,6,4,1,1,2,6,6,5,6,5,0,0,4,0,5,4,3,6,4,6,5,4,5,5
49335,2006-11-06,6,5,5,5,5,5,2,5,3,5,3,4,5,3,6,4,6,0,5,1,0,5,6,5,6,5,5,0,0,1,0,5,4,1,5,4,5,2,3,6,5
