id,user_id,date,moral1,moral2,moral3,moral4,moral5,moral6,moral7,sexual1,sexual2,sexual3,sexual4,sexual5,sexual6,sexual7,pathogen1,pathogen2,pathogen3,pathogen4,pathogen5,pathogen6,pathogen7
7800,373478,2011-07-15,3,5,3,5,3,5,4,4,3,0,2,2,4,0,2,3,0,5,3,5,1
7801,373491,2011-07-15,4,3,2,2,4,4,5,0,0,0,6,0,5,1,2,3,1,1,3,3,1
7802,373773,2011-07-16,4,3,4,3,4,4,5,1,3,2,4,3,4,4,3,6,2,1,4,3,5
7803,374011,2011-07-18,3,6,4,6,5,5,3,4,1,4,5,4,5,3,3,1,2,1,3,2,2
7810,374038,2011-07-20,5,6,5,5,4,4,6,1,0,2,0,0,5,0,,0,0,1,0,2,5
7804,374067,2011-07-19,4,5,4,5,4,5,3,3,1,1,3,5,2,3,5,3,3,2,4,5,3
7805,374085,2011-07-19,4,3,6,5,4,3,5,0,0,0,3,5,3,1,6,3,4,,6,6,4
17048,374090,2012-08-16,4,6,6,5,4,6,5,5,1,2,4,6,6,3,6,3,3,5,4,6,4
10192,374134,2011-09-30,6,6,6,6,6,6,6,2,2,5,3,5,3,4,5,4,5,6,4,1,4
7806,374139,2011-07-19,1,0,0,0,0,1,0,0,1,0,2,0,3,3,4,3,1,4,2,2,0
7809,374252,2011-07-20,0,3,1,5,4,0,4,3,0,6,2,5,3,2,4,3,0,6,4,5,4
7811,374279,2011-07-20,1,1,1,1,1,1,1,6,5,4,0,0,5,5,6,6,2,4,3,3,4
7812,374329,2011-07-21,1,5,5,5,6,6,5,1,3,0,4,2,6,0,1,5,3,1,2,1,6
7813,374350,2011-07-22,4,5,4,6,4,4,6,0,0,3,0,6,6,2,2,2,2,1,2,0,0
7814,374458,2011-07-22,0,2,0,4,5,4,3,1,0,0,4,0,1,0,6,5,3,5,5,5,5
7815,374515,2011-07-22,4,5,4,3,3,3,4,4,5,4,5,5,5,5,2,6,1,2,3,5,6
7816,374521,2011-07-22,5,5,0,6,6,3,6,0,1,0,0,6,6,4,3,0,2,2,1,5,2
7818,374646,2011-07-23,5,6,4,5,6,6,6,0,0,0,0,0,0,0,6,4,3,5,2,5,4
7819,374656,2011-07-23,3,6,5,6,3,3,3,6,2,0,0,6,0,0,2,6,2,5,0,2,4
7820,374777,2011-07-24,4,6,4,6,6,5,6,0,0,0,1,0,2,0,6,4,1,5,3,4,2
7821,374782,2011-07-24,6,6,5,4,6,6,6,0,0,0,0,0,6,6,6,0,1,6,2,4,6
7822,374820,2011-07-24,5,6,5,6,6,6,6,2,0,1,3,2,6,6,6,5,3,6,4,6,5
7823,374828,2011-07-25,3,3,4,5,5,3,4,3,5,0,3,4,2,3,5,4,4,4,4,4,6
7824,374901,2011-07-25,1,5,6,4,6,4,4,3,0,1,4,4,6,6,4,5,1,3,4,2,5
7825,374904,2011-07-25,2,5,5,4,5,5,6,4,1,0,3,5,6,6,6,0,3,5,3,6,1
7826,374914,2011-07-25,6,6,6,5,2,6,6,0,0,0,4,0,6,0,6,0,6,1,4,6,0
7827,374940,2011-07-25,2,6,6,6,5,2,6,5,5,2,3,0,3,6,4,4,1,3,1,6,1
7828,375022,2011-07-26,1,3,0,3,5,1,4,1,1,0,0,4,4,1,4,0,0,1,2,3,3
7829,375033,2011-07-26,4,6,6,6,4,6,6,5,0,6,3,2,5,0,4,4,5,5,6,5,2
7830,375035,2011-07-26,4,5,6,5,5,6,5,4,0,3,6,5,5,4,6,4,3,3,4,5,4
7831,375100,2011-07-27,6,6,3,3,2,6,5,3,0,0,5,3,6,0,6,1,3,5,5,6,5
7832,375139,2011-07-27,4,4,4,5,4,5,4,4,1,1,5,1,4,1,5,3,4,5,5,5,6
7833,375191,2011-07-28,0,1,0,4,0,6,0,2,0,0,3,5,3,0,2,1,2,3,4,0,1
7834,375284,2011-07-28,0,0,0,5,0,4,1,0,1,0,1,5,5,6,4,1,6,3,6,3,0
7835,375454,2011-07-29,1,2,0,3,1,1,1,0,0,0,4,0,2,1,4,3,1,0,2,1,4
7836,375510,2011-07-30,3,3,2,5,2,6,4,0,1,0,6,2,2,3,5,1,1,2,4,4,0
7837,375535,2011-07-30,2,5,3,6,4,5,3,3,0,3,4,1,5,4,6,6,5,5,5,4,5
7840,375578,2011-07-30,4,2,0,1,4,6,5,2,1,2,0,0,4,1,4,3,2,4,6,6,6
7838,375580,2011-07-30,2,2,2,3,1,2,2,0,0,0,0,1,0,5,4,1,1,5,3,5,2
7839,375598,2011-07-30,1,5,3,5,3,4,4,2,0,1,3,1,5,1,5,5,4,3,4,2,6
7841,375621,2011-07-30,2,4,5,5,5,4,4,5,0,0,4,2,2,3,5,3,4,3,4,5,5
7842,375642,2011-07-30,2,4,2,6,2,6,2,2,1,1,0,0,0,1,4,5,3,4,4,1,4
7843,375645,2011-07-30,1,4,4,6,4,3,4,2,2,0,4,1,5,5,6,5,6,4,4,6,5
7844,375649,2011-07-30,3,5,4,3,2,3,3,4,0,1,3,3,3,6,5,4,4,6,5,5,4
7845,375692,2011-07-30,2,5,4,6,4,4,3,0,0,3,4,1,3,1,4,3,1,4,3,2,4
7846,375693,2011-07-30,5,6,4,6,5,5,4,0,0,0,0,0,0,0,1,2,4,4,5,6,1
7847,375729,2011-07-30,1,4,2,1,5,4,2,1,0,0,4,3,2,0,5,4,5,6,3,1,6
7863,375777,2011-08-02,3,5,5,6,3,5,5,3,0,4,6,3,6,1,4,5,5,6,4,6,6
7848,375822,2011-07-30,6,6,4,6,6,6,6,6,3,2,6,6,6,6,5,3,2,5,5,3,6
7849,375830,2011-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,6,0
7850,375875,2011-07-31,2,5,5,4,5,4,4,1,3,3,5,5,6,4,5,4,1,1,4,2,6
7851,375887,2011-07-31,3,6,5,5,5,6,6,3,1,2,4,6,6,5,5,6,1,3,3,6,6
7852,375918,2011-07-31,6,5,5,6,6,3,6,3,1,1,3,1,1,4,6,5,5,6,5,6,6
7853,375965,2011-07-31,1,4,3,5,1,4,2,4,1,6,2,4,6,6,3,0,4,3,4,5,2
7854,375984,2011-07-31,0,4,2,4,3,6,3,1,2,2,3,3,4,3,3,4,3,5,5,6,4
7855,376016,2011-07-31,2,5,1,6,6,4,6,1,1,0,0,4,6,1,5,2,2,0,6,4,6
7856,376055,2011-07-31,4,5,4,4,6,6,6,6,5,4,5,6,6,6,6,4,5,4,4,3,3
7857,376068,2011-07-31,6,6,6,5,4,5,5,6,4,4,5,6,6,6,6,4,6,6,6,5,6
7859,376114,2011-08-01,5,6,4,3,3,4,6,1,0,3,3,6,2,1,6,3,0,4,5,6,3
7858,376117,2011-08-01,0,2,0,5,0,1,4,6,5,5,6,3,6,1,6,0,5,2,6,6,1
7860,376276,2011-08-02,5,6,4,4,5,5,1,4,0,1,1,5,6,2,5,4,2,3,3,0,4
7861,376319,2011-08-02,0,4,2,1,3,3,3,1,2,3,5,3,5,3,4,5,4,1,5,5,3
7864,376360,2011-08-03,3,3,2,3,4,6,4,3,2,0,2,3,3,0,4,3,5,6,5,6,4
7862,376388,2011-08-02,0,4,0,6,4,4,4,5,0,3,5,0,0,3,5,5,5,5,6,0,2
7865,376566,2011-08-04,5,6,1,5,1,4,2,6,4,5,6,5,6,3,6,6,6,5,6,4,3
7867,376688,2011-08-05,2,6,5,6,5,6,4,1,0,0,3,0,2,1,3,2,3,4,5,2,1
7866,376689,2011-08-05,2,4,1,3,2,3,2,3,4,2,2,3,5,4,4,3,3,4,4,5,5
7868,376731,2011-08-05,1,4,3,1,3,3,3,6,1,6,1,2,0,1,6,4,5,4,5,5,5
7873,376745,2011-08-07,2,4,1,3,4,4,3,1,1,0,1,1,0,1,6,2,5,2,5,6,5
7869,376760,2011-08-05,4,6,3,6,1,2,3,2,0,5,6,5,6,6,5,6,5,6,6,5,2
7870,376791,2011-08-06,0,4,3,4,3,3,5,3,2,1,4,1,3,5,2,5,1,1,4,4,5
7871,376794,2011-08-06,0,3,2,3,5,3,1,3,0,0,4,2,5,4,5,3,2,6,3,3,2
7874,376970,2011-08-07,0,2,4,2,2,2,2,1,0,0,1,1,0,0,5,3,3,4,5,5,3
7875,377144,2011-08-09,5,6,6,5,5,5,6,1,5,2,6,6,6,0,6,6,4,5,4,5,6
15241,377176,2012-04-11,1,2,3,3,2,3,2,1,4,4,4,4,6,,6,2,3,5,4,1,5
7876,377254,2011-08-10,3,6,3,3,6,6,3,3,6,3,6,3,3,6,3,3,3,3,3,3,3
7877,377263,2011-08-10,5,6,4,6,6,5,5,1,0,0,3,0,4,0,4,4,4,4,4,4,4
7878,377334,2011-08-11,5,5,5,6,5,5,3,1,6,3,1,2,3,4,5,2,2,1,4,4,5
7879,377349,2011-08-11,5,5,0,4,,1,5,1,0,6,6,6,6,6,5,5,6,5,,6,5
7880,377363,2011-08-11,3,6,4,5,5,5,5,2,0,1,1,1,6,1,4,1,3,2,2,4,4
7881,377482,2011-08-12,0,5,3,6,5,4,5,3,0,2,3,4,3,0,4,1,2,5,5,0,0
7882,377515,2011-08-13,3,5,4,3,5,5,4,3,4,4,2,6,5,6,3,1,1,4,1,4,4
7883,377529,2011-08-13,0,1,0,3,1,3,1,0,0,0,1,0,0,0,3,3,2,2,0,2,1
7892,377578,2011-08-16,5,6,5,6,6,6,6,2,2,0,6,0,1,3,6,1,1,1,3,1,1
7886,377641,2011-08-14,5,6,6,6,5,2,6,3,0,1,5,3,5,1,6,1,4,0,5,5,3
7887,377652,2011-08-14,4,6,6,6,5,6,6,1,1,3,4,1,6,4,4,5,5,0,2,0,4
7888,377724,2011-08-14,6,6,5,6,3,5,4,4,1,4,5,2,5,5,6,3,4,2,4,4,6
7889,377747,2011-08-15,1,3,3,1,3,3,2,2,0,3,0,5,5,5,6,5,3,5,6,6,6
7890,377761,2011-08-15,,5,3,6,3,0,1,2,3,0,2,5,5,5,4,4,6,6,3,6,5
7894,377853,2011-08-16,1,5,3,4,5,4,4,3,0,4,3,6,6,6,4,4,2,3,4,1,2
7891,377880,2011-08-16,2,5,3,4,4,2,3,0,0,0,1,0,3,4,4,1,1,3,0,1,2
7893,377938,2011-08-16,4,4,4,3,4,4,3,1,0,0,4,1,1,0,6,6,6,6,6,6,6
7895,378031,2011-08-17,2,3,3,3,2,4,3,1,0,0,3,6,3,4,1,5,0,4,1,6,3
7896,378099,2011-08-18,0,5,1,1,2,1,1,1,1,0,4,0,5,3,6,5,5,3,4,2,2
7897,378133,2011-08-18,4,6,5,6,5,4,6,6,3,6,6,5,2,6,3,4,4,1,6,4,6
7898,378147,2011-08-18,5,6,5,6,3,6,5,0,0,0,4,0,3,0,6,4,2,1,5,4,4
7899,378177,2011-08-18,0,2,0,0,0,0,0,5,6,1,5,2,4,6,5,4,1,3,3,5,6
7901,378186,2011-08-18,4,5,2,4,5,4,5,5,0,0,4,0,6,5,5,4,4,4,5,5,4
7900,378187,2011-08-18,4,5,3,6,5,5,1,4,0,1,4,3,5,0,6,3,5,6,6,6,6
7902,378302,2011-08-19,2,5,1,5,3,5,2,3,2,0,4,5,6,5,5,1,3,4,5,3,3
7903,378337,2011-08-19,6,6,1,6,5,6,6,0,0,1,0,5,5,0,1,4,2,5,6,3,4
7904,378353,2011-08-19,4,6,4,5,5,4,6,6,4,5,5,2,5,6,6,5,5,5,6,5,6
7905,378372,2011-08-19,2,3,1,5,2,4,5,4,1,4,1,4,6,5,2,6,6,2,5,2,6
7906,378387,2011-08-19,4,4,4,4,3,5,4,1,0,0,0,3,5,0,3,2,1,2,1,4,2
7907,378419,2011-08-19,0,2,1,0,1,2,3,1,0,0,6,3,6,3,6,5,5,6,6,6,5
7908,378441,2011-08-20,4,3,5,4,5,3,5,2,3,1,3,4,2,1,6,4,3,6,3,6,2
7909,378480,2011-08-20,4,5,4,4,5,2,,0,4,0,3,1,0,1,6,6,4,4,5,4,5
7910,378548,2011-08-20,5,6,4,5,3,3,4,2,0,1,3,5,2,4,6,4,5,6,6,6,5
7911,378554,2011-08-21,6,6,6,5,6,5,6,2,5,6,6,3,6,4,5,6,5,3,6,6,5
7912,378556,2011-08-21,4,5,4,5,5,5,4,0,0,0,1,1,1,0,6,3,5,3,4,3,2
7913,378676,2011-08-22,6,6,6,6,6,6,6,3,5,0,2,5,6,4,5,0,4,1,5,0,1
7916,378684,2011-08-23,1,0,0,1,0,1,1,2,2,3,2,4,5,4,2,4,2,4,4,2,3
7914,378754,2011-08-22,4,4,4,4,4,4,4,5,5,5,5,5,6,5,4,4,4,4,5,4,5
7915,378755,2011-08-22,4,5,4,3,5,2,3,5,6,6,5,5,4,6,5,5,6,5,6,5,6
7917,378866,2011-08-23,3,6,6,6,0,6,3,3,0,0,0,0,1,1,6,4,4,6,5,1,3
7918,378927,2011-08-23,0,3,1,3,2,0,1,0,0,2,4,0,5,0,6,1,3,0,6,1,6
7919,379010,2011-08-23,0,4,0,5,0,1,3,1,3,1,5,3,5,2,6,3,1,4,3,6,3
7920,379052,2011-08-23,5,6,3,6,4,3,3,4,0,3,0,5,3,2,4,5,4,6,5,4,1
7921,379068,2011-08-23,5,6,5,5,5,5,5,5,3,5,2,5,6,5,6,3,5,5,6,4,5
7923,379127,2011-08-24,5,5,4,4,6,5,6,5,0,0,2,5,2,3,4,1,0,2,4,6,4
7924,379142,2011-08-24,6,6,6,6,6,6,6,6,0,3,6,6,6,5,6,6,6,6,6,6,6
7925,379152,2011-08-24,4,4,4,4,4,4,4,4,3,1,6,4,5,0,4,5,4,5,4,2,5
9492,379165,2011-09-21,4,6,4,6,5,5,6,2,1,2,6,3,6,6,5,3,3,2,4,6,3
7926,379243,2011-08-24,5,6,5,4,5,5,4,1,0,0,2,0,1,2,4,4,4,2,4,5,4
7929,379346,2011-08-25,0,1,1,0,2,1,0,0,0,1,0,0,1,6,2,1,1,3,1,1,1
7927,379359,2011-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7928,379366,2011-08-25,0,3,0,1,0,6,0,1,0,1,1,0,3,0,6,2,2,1,3,2,4
7930,379375,2011-08-25,2,2,4,3,5,6,2,0,0,0,1,1,5,0,6,1,1,1,5,6,6
7931,379503,2011-08-27,0,5,1,5,3,1,3,4,0,0,0,1,3,0,6,6,6,4,6,6,5
7934,379637,2011-08-28,5,6,2,6,5,3,5,6,0,0,2,4,5,5,6,2,3,6,6,6,1
7932,379645,2011-08-28,1,5,2,6,0,4,2,3,0,4,2,6,5,1,5,3,2,3,3,6,5
7933,379654,2011-08-28,4,5,6,5,3,1,5,3,1,0,5,6,6,0,6,3,6,6,6,6,5
7935,379767,2011-08-28,1,5,3,5,5,3,5,3,3,2,3,5,5,5,3,2,1,2,3,1,3
8290,379822,2011-09-10,6,6,2,6,6,6,4,2,0,0,4,6,6,0,6,5,4,6,6,1,0
7936,379841,2011-08-29,1,5,3,6,5,3,1,2,0,1,6,4,0,1,4,6,2,1,6,1,1
7937,379869,2011-08-29,0,3,1,5,2,2,4,1,2,1,3,0,5,5,3,1,1,4,2,6,3
9624,379963,2011-09-23,3,4,4,4,3,5,2,1,0,0,1,0,6,2,3,2,1,4,1,3,5
7938,380045,2011-08-30,0,0,0,1,2,2,1,1,0,0,4,3,5,1,5,4,1,4,6,4,4
7939,380071,2011-08-30,5,6,6,6,5,6,5,4,0,0,4,0,2,0,6,1,0,0,4,6,0
7940,380111,2011-08-30,2,5,3,3,3,4,4,2,,1,1,3,3,3,4,3,4,4,2,2,4
7941,380112,2011-08-30,1,5,2,3,3,2,5,3,0,0,3,3,1,0,2,4,3,6,1,5,6
7942,380211,2011-08-31,2,3,1,5,1,5,4,2,1,1,4,5,5,2,5,4,1,2,4,0,2
7943,380268,2011-09-01,3,4,0,4,1,6,1,5,2,1,5,6,4,4,4,6,4,4,5,5,6
7944,380345,2011-09-01,5,6,6,5,4,4,5,2,5,2,6,2,6,0,6,6,4,2,4,5,4
7945,380391,2011-09-02,3,3,3,4,5,2,4,5,6,1,1,6,5,6,6,6,6,6,4,5,6
7946,380395,2011-09-02,5,6,6,5,3,5,3,3,0,0,1,2,6,1,6,5,5,4,6,6,4
7947,380449,2011-09-02,3,2,5,1,5,2,4,3,0,0,2,0,1,1,4,3,6,3,1,6,5
8097,380469,2011-09-07,2,5,3,4,2,5,5,2,0,2,4,5,5,2,4,1,1,4,4,2,2
7948,380594,2011-09-03,2,5,3,5,5,5,4,4,0,1,5,4,4,2,6,4,3,3,6,6,6
7949,380700,2011-09-04,3,4,5,5,5,6,6,3,2,2,5,6,6,3,5,4,6,6,6,6,6
7950,380704,2011-09-04,4,4,4,3,6,4,6,3,3,2,5,5,6,6,4,3,3,6,5,6,6
7951,380712,2011-09-04,4,5,2,5,2,4,5,5,5,4,5,4,6,6,6,2,3,5,2,4,3
7952,380728,2011-09-04,0,4,0,4,0,0,0,1,0,0,5,0,0,1,5,3,2,3,4,1,3
7953,380742,2011-09-04,3,5,4,5,5,4,5,6,0,4,3,6,5,4,5,1,4,6,6,6,0
7954,380750,2011-09-04,4,6,2,3,2,4,5,2,1,1,5,4,6,1,0,1,3,3,2,4,1
7956,380824,2011-09-04,6,6,5,5,5,6,5,1,3,1,2,5,6,6,6,5,5,3,6,6,6
7955,380866,2011-09-04,0,0,0,2,0,0,0,2,0,5,6,6,6,2,5,4,4,2,4,4,5
8043,380874,2011-09-06,0,0,1,4,2,5,3,0,0,0,0,0,1,0,5,2,2,5,0,0,1
7957,380897,2011-09-05,1,3,2,3,3,4,4,6,6,5,6,6,4,5,2,4,3,2,5,2,4
7958,380922,2011-09-05,6,6,6,6,6,4,6,0,2,0,0,0,4,6,2,4,3,6,5,4,6
7959,380931,2011-09-05,1,5,4,6,5,5,5,4,1,1,1,6,5,2,5,5,3,3,4,5,5
7960,381036,2011-09-05,2,6,4,4,6,3,4,4,0,3,4,4,6,3,4,4,5,4,6,5,5
7967,381040,2011-09-05,,,,,,,,,,,,,,,,,,,,,
7964,381045,2011-09-05,0,5,5,5,6,6,5,3,2,2,6,3,6,1,6,0,3,6,6,3,6
7965,381046,2011-09-05,5,6,4,5,6,3,6,0,2,6,0,6,6,6,0,0,2,0,3,0,0
7966,381050,2011-09-05,1,5,0,5,2,5,0,1,0,0,2,0,0,0,3,1,3,0,3,0,5
7968,381055,2011-09-05,5,6,5,6,6,6,6,1,2,3,4,3,5,3,1,1,1,5,4,1,1
7970,381059,2011-09-05,0,1,1,3,0,1,5,6,6,6,1,6,4,6,4,6,4,3,3,6,6
7971,381061,2011-09-05,1,1,1,4,1,0,0,6,3,4,6,3,5,3,5,3,3,6,6,6,6
7972,381069,2011-09-05,0,0,0,0,1,3,1,2,1,1,2,1,2,1,4,3,1,2,1,6,0
7973,381070,2011-09-05,1,6,3,4,4,6,3,2,1,1,6,4,6,2,4,2,2,4,4,3,6
7975,381071,2011-09-05,4,5,2,3,1,4,6,2,1,1,0,5,5,1,6,4,,1,5,4,6
7976,381077,2011-09-05,2,4,1,6,4,3,4,0,0,0,0,0,0,0,0,0,0,6,3,6,2
7977,381078,2011-09-05,1,4,5,5,1,5,1,2,4,3,6,6,6,5,6,5,4,5,5,1,2
7981,381082,2011-09-05,4,5,3,4,4,4,4,5,0,5,4,2,6,0,5,4,4,5,5,5,5
7982,381090,2011-09-05,4,5,1,5,6,4,4,2,0,0,0,2,0,1,3,3,1,0,5,5,1
7984,381093,2011-09-05,3,4,4,5,3,2,3,4,4,6,4,5,4,6,3,3,2,3,4,2,3
7983,381094,2011-09-05,3,5,6,5,3,3,4,0,0,1,1,2,6,3,6,5,4,2,6,6,5
7985,381101,2011-09-05,0,5,3,4,6,1,5,1,1,0,1,1,4,2,6,1,0,2,5,4,3
7986,381112,2011-09-05,4,6,3,5,6,6,5,3,0,0,1,1,1,0,5,3,1,1,4,6,2
7987,381114,2011-09-05,6,5,5,3,3,5,5,6,5,5,5,6,5,6,5,4,4,4,4,4,4
7989,381116,2011-09-05,4,5,2,5,4,1,5,1,2,0,1,2,2,3,1,2,1,,4,2,4
7990,381117,2011-09-05,1,3,1,4,3,3,2,1,0,0,3,0,2,2,4,1,2,3,4,2,4
7991,381119,2011-09-05,5,6,6,6,5,5,5,5,6,6,5,6,6,6,6,5,6,6,6,5,6
7992,381122,2011-09-05,5,6,1,5,0,0,0,2,0,0,0,0,0,0,4,4,2,6,3,1,4
7993,381123,2011-09-05,3,6,3,6,6,3,6,3,2,1,3,5,6,1,4,1,5,6,5,6,2
7994,381126,2011-09-05,4,5,4,5,5,5,5,3,6,5,4,6,4,5,4,4,4,4,5,2,2
7995,381129,2011-09-05,3,5,3,5,5,4,5,5,0,3,6,4,6,5,5,5,5,5,5,5,4
7996,381139,2011-09-05,3,6,5,4,6,4,5,4,0,0,3,3,3,4,3,6,4,3,3,4,4
7997,381141,2011-09-05,4,4,4,4,5,4,4,3,0,0,3,3,5,1,4,1,4,3,5,4,1
7998,381143,2011-09-05,3,6,4,6,6,6,6,3,0,0,4,6,6,4,6,4,3,4,6,6,6
7999,381144,2011-09-05,3,6,2,6,3,4,3,5,6,4,6,6,6,6,3,4,2,3,4,6,6
8000,381146,2011-09-05,4,5,4,6,3,1,5,4,1,1,4,3,6,5,5,2,2,3,4,5,2
8002,381147,2011-09-05,1,5,3,5,3,5,5,4,1,2,5,1,3,2,6,4,2,2,6,4,5
8001,381148,2011-09-05,0,3,3,6,5,3,6,3,4,3,6,4,5,5,5,4,4,5,4,3,3
8003,381149,2011-09-05,6,6,4,5,6,6,6,0,0,0,0,2,1,6,6,5,5,5,5,6,5
8004,381150,2011-09-06,2,4,4,4,5,3,4,3,3,0,6,5,6,5,4,4,3,5,5,5,6
8005,381151,2011-09-06,5,5,4,4,4,6,3,1,1,2,3,3,6,6,6,6,5,5,5,4,1
8006,381153,2011-09-06,0,5,0,5,0,5,0,5,2,2,5,4,4,6,5,6,5,6,6,5,6
8007,381160,2011-09-06,1,3,1,4,3,4,2,5,1,1,3,4,,4,4,4,2,2,5,2,3
8008,381168,2011-09-06,6,6,6,6,6,5,5,3,2,2,0,2,1,2,6,4,5,1,4,5,5
8009,381172,2011-09-06,,,,,,,,,,,,,,,,,,,,,
8010,381175,2011-09-06,1,6,0,6,3,6,4,2,0,0,6,4,6,6,6,4,4,6,4,4,3
8011,381178,2011-09-06,2,6,3,4,3,4,5,3,1,5,5,4,6,6,5,4,2,4,5,5,5
8013,381179,2011-09-06,2,5,3,5,4,3,6,6,0,1,2,1,6,6,5,4,2,3,5,5,4
8012,381180,2011-09-06,2,6,3,6,6,4,6,6,3,3,3,6,6,6,6,6,2,6,6,3,3
8014,381181,2011-09-06,3,3,4,4,4,3,4,3,1,2,4,4,5,1,5,3,4,4,4,5,4
8016,381184,2011-09-06,2,4,2,3,2,1,1,1,0,1,5,1,2,1,5,3,3,5,4,5,4
8017,381192,2011-09-06,,,,,,,,3,,,,,,,,,,,,,
8018,381194,2011-09-06,6,6,3,6,6,6,6,6,3,1,5,6,6,3,6,3,6,6,6,6,3
8019,381199,2011-09-06,3,5,2,4,5,2,2,3,5,1,4,5,6,6,4,4,4,2,5,5,5
8020,381204,2011-09-06,2,5,2,3,2,1,2,1,0,1,4,1,5,4,5,5,5,5,5,5,5
8022,381205,2011-09-06,3,5,4,4,4,4,5,0,0,0,0,1,2,2,2,3,0,3,2,3,1
8023,381206,2011-09-06,,,,,,,,,,,,,,,,,,,,,
8024,381210,2011-09-06,3,4,3,5,3,4,5,3,2,2,4,2,4,5,2,4,1,3,5,3,4
8025,381212,2011-09-06,2,4,2,3,3,3,4,3,0,1,1,6,5,6,5,5,2,3,4,5,5
8026,381221,2011-09-06,3,3,2,3,2,2,4,2,0,0,0,0,0,2,3,2,2,3,4,4,2
8027,381223,2011-09-06,4,5,4,4,5,4,3,3,1,4,3,2,3,5,5,5,3,3,4,4,3
8028,381224,2011-09-06,2,5,4,5,5,4,4,2,1,0,3,4,6,5,5,4,4,2,6,1,6
8029,381229,2011-09-06,2,5,1,5,4,5,4,2,6,2,4,6,2,1,6,4,5,4,4,5,5
8030,381234,2011-09-06,0,5,5,4,5,6,4,6,4,6,5,5,6,6,6,4,3,5,4,5,3
8031,381244,2011-09-06,,,,,,,,,,,,,,,,,,,,,
8032,381245,2011-09-06,5,5,2,6,4,3,4,0,0,0,1,0,1,0,3,5,1,0,6,1,0
8033,381248,2011-09-06,3,5,4,4,5,3,2,3,1,2,5,6,4,4,3,5,4,2,4,3,3
8034,381249,2011-09-06,4,5,4,5,5,2,4,0,4,1,3,3,4,1,4,4,4,4,5,6,3
8035,381255,2011-09-06,2,3,1,6,0,4,4,0,0,0,1,1,4,1,4,2,3,2,1,1,0
8036,381257,2011-09-06,2,2,4,5,4,4,1,3,,3,3,,2,1,2,3,1,5,4,2,2
8037,381259,2011-09-06,1,6,4,5,4,2,3,1,3,0,5,4,6,5,4,4,1,4,6,0,2
8038,381262,2011-09-06,2,5,1,5,5,4,3,0,2,0,0,0,1,0,5,0,5,5,5,0,3
8039,381264,2011-09-06,4,6,6,6,6,6,6,6,6,6,4,4,6,4,4,0,2,6,3,3,0
8040,381267,2011-09-06,0,4,5,5,5,5,5,0,0,0,0,5,5,0,4,4,3,1,3,0,4
8041,381268,2011-09-06,6,6,4,6,6,6,6,6,6,6,4,6,6,6,4,6,6,3,6,2,4
8042,381269,2011-09-06,4,5,5,6,6,4,5,5,0,6,6,5,6,6,4,3,6,5,5,4,4
8044,381270,2011-09-06,4,6,3,3,5,3,3,6,4,3,6,6,6,6,6,6,3,6,6,6,6
8045,381276,2011-09-06,,,,,,,,,,,,,,,,,,,,,
8046,381277,2011-09-06,2,5,2,6,2,2,3,2,0,1,2,3,4,2,4,3,1,2,5,3,1
8047,381281,2011-09-06,3,5,4,5,2,4,1,2,1,2,4,0,2,6,5,3,2,4,4,4,4
8048,381282,2011-09-06,3,5,5,6,4,3,6,1,0,0,4,0,0,0,6,5,5,5,6,1,6
8049,381286,2011-09-06,4,5,4,5,4,5,4,0,0,0,0,1,5,0,4,2,2,0,2,2,1
8053,381287,2011-09-06,1,5,1,6,1,5,3,3,1,0,5,0,6,4,5,5,3,5,5,2,5
8050,381288,2011-09-06,6,5,6,3,3,4,5,5,0,0,4,1,4,5,6,6,5,3,6,6,4
8054,381289,2011-09-06,3,4,2,5,5,3,4,5,5,5,2,6,6,6,6,1,2,6,6,6,1
8052,381290,2011-09-06,0,4,0,5,1,5,1,1,1,0,5,3,4,1,2,5,2,3,4,5,6
8051,381291,2011-09-06,0,5,1,5,5,1,3,3,0,0,5,6,6,6,6,2,2,6,6,6,6
8055,381296,2011-09-06,3,4,3,3,4,4,3,1,1,2,2,2,2,2,3,3,1,3,2,1,1
8057,381299,2011-09-06,3,6,2,5,6,2,3,0,0,4,2,5,5,4,6,1,,6,4,5,1
8058,381305,2011-09-06,2,4,4,5,4,6,4,1,2,2,5,3,6,2,2,4,5,5,2,4,0
8060,381308,2011-09-06,3,5,2,5,4,4,2,5,2,0,4,2,6,2,3,4,3,6,3,5,3
8059,381309,2011-09-06,2,5,2,6,6,6,5,1,5,0,3,1,3,2,5,3,4,5,5,4,0
8061,381315,2011-09-06,3,3,2,4,3,2,3,3,1,4,3,2,3,3,5,3,0,5,1,6,3
8133,381316,2011-09-07,4,5,4,5,6,4,5,6,6,6,6,6,6,6,4,3,0,4,5,4,4
8062,381319,2011-09-06,4,5,5,5,6,4,5,4,3,3,5,4,5,4,5,5,5,4,5,5,6
8063,381320,2011-09-06,4,5,4,4,5,5,5,2,2,4,2,5,3,2,4,4,3,3,4,4,5
8064,381327,2011-09-06,3,5,4,5,1,4,4,4,1,2,5,4,3,5,5,1,3,5,5,5,6
8065,381329,2011-09-06,6,6,6,6,6,6,6,6,4,6,5,6,6,4,4,3,3,3,2,3,3
